Time,mortgage_calculator
2022-07-10,68.0
2022-07-11,72.0
2022-07-12,71.0
2022-07-13,70.0
2022-07-14,71.0
2022-07-15,67.0
2022-07-16,71.0
2022-07-17,73.0
2022-07-18,69.0
2022-07-19,78.0
2022-07-20,71.0
2022-07-21,83.0
2022-07-22,66.0
2022-07-23,68.0
2022-07-24,69.0
2022-07-25,68.0
2022-07-26,69.0
2022-07-27,70.0
2022-07-28,76.0
2022-07-29,69.0
2022-07-30,66.0
2022-07-31,68.0
2022-08-01,70.0
2022-08-02,69.0
2022-08-03,66.0
2022-08-04,69.0
2022-08-05,64.0
2022-08-06,67.0
2022-08-07,70.0
2022-08-08,70.0
2022-08-09,68.0
2022-08-10,64.0
2022-08-11,65.0
2022-08-12,64.0
2022-08-13,64.0
2022-08-14,67.0
2022-08-15,70.0
2022-08-16,70.0
2022-08-17,63.0
2022-08-18,64.0
2022-08-19,64.0
2022-08-20,63.0
2022-08-21,66.0
2022-08-22,62.0
2022-08-23,66.0
2022-08-24,68.0
2022-08-25,63.0
2022-08-26,58.0
2022-08-27,65.0
2022-08-28,65.0
2022-08-29,64.16455696202532
2022-08-30,60.99367088607595
2022-08-31,60.07594936708861
2022-09-01,60.99367088607595
2022-09-02,60.07594936708861
2022-09-03,57.82278481012658
2022-09-04,57.32278481012658
2022-09-05,62.82911392405063
2022-09-06,60.99367088607595
2022-09-07,60.57594936708861
2022-09-08,57.82278481012658
2022-09-09,54.151898734177216
2022-09-10,56.90506329113924
2022-09-11,59.15822784810126
2022-09-12,60.07594936708861
2022-09-13,60.57594936708861
2022-09-14,70.08860759493672
2022-09-15,66.0
2022-09-16,62.82911392405063
2022-09-17,65.08227848101265
2022-09-18,57.82278481012658
2022-09-19,65.08227848101265
2022-09-20,73.25949367088607
2022-09-21,74.67721518987341
2022-09-22,71.92405063291139
2022-09-23,65.08227848101265
2022-09-24,66.91772151898735
2022-09-25,60.07594936708861
2022-09-26,66.0
2022-09-27,71.00632911392405
2022-09-28,69.34177215189874
2022-09-29,61.822784810126585
2022-09-30,60.151898734177216
2022-10-01,60.9873417721519
2022-10-02,57.64556962025316
2022-10-03,60.9873417721519
2022-10-04,61.822784810126585
2022-10-05,61.822784810126585
2022-10-06,60.9873417721519
2022-10-07,59.31645569620253
2022-10-08,59.31645569620253
2022-10-09,55.9746835443038
2022-10-10,60.9873417721519
2022-10-11,65.16455696202532
2022-10-12,61.822784810126585
2022-10-13,65.16455696202532
2022-10-14,64.32911392405063
2022-10-15,60.151898734177216
2022-10-16,55.139240506329116
2022-10-17,60.9873417721519
2022-10-18,61.822784810126585
2022-10-19,83.54430379746836
2022-10-20,64.32911392405063
2022-10-21,62.65822784810127
2022-10-22,58.48101265822785
2022-10-23,56.810126582278485
2022-10-24,63.49367088607595
2022-10-25,62.65822784810127
2022-10-26,61.822784810126585
2022-10-27,63.49367088607595
2022-10-28,59.31645569620253
2022-10-29,58.48101265822785
2022-10-30,53.46835443037975
2022-10-31,56.810126582278485
2022-11-01,55.9746835443038
2022-11-02,64.32911392405063
2022-11-03,67.67088607594937
2022-11-04,60.9873417721519
2022-11-05,58.48101265822785
2022-11-06,53.46835443037975
2022-11-07,56.810126582278485
2022-11-08,52.63291139240506
2022-11-09,50.12658227848101
2022-11-10,52.63291139240506
2022-11-11,55.9746835443038
2022-11-12,52.63291139240506
2022-11-13,51.79746835443038
2022-11-14,53.46835443037975
2022-11-15,52.63291139240506
2022-11-16,48.45569620253165
2022-11-17,55.139240506329116
2022-11-18,53.46835443037975
2022-11-19,51.79746835443038
2022-11-20,47.620253164556964
2022-11-21,50.962025316455694
2022-11-22,47.620253164556964
2022-11-23,48.45569620253165
2022-11-24,35.924050632911396
2022-11-25,40.10126582278481
2022-11-26,45.949367088607595
2022-11-27,49.29113924050633
2022-11-28,49.29113924050633
2022-11-29,51.79746835443038
2022-11-30,51.79746835443038
2022-12-01,55.139240506329116
2022-12-02,50.12658227848101
2022-12-03,51.79746835443038
2022-12-04,49.29113924050633
2022-12-05,52.63291139240506
2022-12-06,51.79746835443038
2022-12-07,50.962025316455694
2022-12-08,51.79746835443038
2022-12-09,45.949367088607595
2022-12-10,48.45569620253165
2022-12-11,50.12658227848101
2022-12-12,50.12658227848101
2022-12-13,50.12658227848101
2022-12-14,50.962025316455694
2022-12-15,50.12658227848101
2022-12-16,46.78481012658228
2022-12-17,50.12658227848101
2022-12-18,43.44303797468355
2022-12-19,49.29113924050633
2022-12-20,49.29113924050633
2022-12-21,50.12658227848101
2022-12-22,40.10126582278481
2022-12-23,40.10126582278481
2022-12-24,35.08860759493671
2022-12-25,31.746835443037973
2022-12-26,45.11392405063291
2022-12-27,56.810126582278485
2022-12-28,60.151898734177216
2022-12-29,62.65822784810127
2022-12-30,56.810126582278485
2022-12-31,55.9746835443038
2023-01-01,48.45569620253165
2023-01-02,62.65822784810127
2023-01-03,60.151898734177216
2023-01-04,64.32911392405063
2023-01-05,61.822784810126585
2023-01-06,62.65822784810127
2023-01-07,68.50632911392405
2023-01-08,70.17721518987342
2023-01-09,69.34177215189874
2023-01-10,66.0
2023-01-11,66.83544303797468
2023-01-12,63.49367088607595
2023-01-13,62.65822784810127
2023-01-14,70.17721518987342
2023-01-15,66.83544303797468
2023-01-16,76.0253164556962
2023-01-17,67.67088607594937
2023-01-18,76.0253164556962
2023-01-19,66.83544303797468
2023-01-20,68.50632911392405
2023-01-21,70.17721518987342
2023-01-22,71.84810126582279
2023-01-23,66.83544303797468
2023-01-24,70.17721518987342
2023-01-25,65.16455696202532
2023-01-26,66.0
2023-01-27,63.49367088607595
2023-01-28,76.86075949367088
2023-01-29,69.34177215189874
2023-01-30,62.65822784810127
2023-01-31,66.83544303797468
2023-02-01,65.16455696202532
2023-02-02,72.68354430379748
2023-02-03,66.83544303797468
2023-02-04,71.84810126582279
2023-02-05,73.51898734177215
2023-02-06,69.34177215189874
2023-02-07,65.16455696202532
2023-02-08,61.822784810126585
2023-02-09,61.822784810126585
2023-02-10,64.32911392405063
2023-02-11,71.84810126582279
2023-02-12,64.32911392405063
2023-02-13,54.30379746835443
2023-02-14,59.31645569620253
2023-02-15,64.32911392405063
2023-02-16,64.32911392405063
2023-02-17,66.0
2023-02-18,71.0126582278481
2023-02-19,70.17721518987342
2023-02-20,67.67088607594937
2023-02-21,66.0
2023-02-22,74.35443037974683
2023-02-23,66.0
2023-02-24,65.16455696202532
2023-02-25,76.0253164556962
2023-02-26,71.84810126582279
2023-02-27,75.18987341772151
2023-02-28,64.32911392405063
2023-03-01,69.34177215189874
2023-03-02,68.50632911392405
2023-03-03,69.34177215189874
2023-03-04,77.69620253164557
2023-03-05,76.86075949367088
2023-03-06,69.34177215189874
2023-03-07,72.68354430379748
2023-03-08,69.34177215189874
2023-03-09,71.84810126582279
2023-03-10,71.0126582278481
2023-03-11,72.68354430379748
2023-03-12,69.34177215189874
2023-03-13,70.17721518987342
2023-03-14,78.53164556962025
2023-03-15,72.68354430379748
2023-03-16,69.34177215189874
2023-03-17,64.32911392405063
2023-03-18,69.34177215189874
2023-03-19,74.35443037974683
2023-03-20,76.0253164556962
2023-03-21,68.50632911392405
2023-03-22,78.53164556962025
2023-03-23,68.50632911392405
2023-03-24,77.69620253164557
2023-03-25,69.34177215189874
2023-03-26,70.17721518987342
2023-03-27,67.67088607594937
2023-03-28,68.50632911392405
2023-03-29,73.51898734177215
2023-03-30,66.83544303797468
2023-03-31,65.16455696202532
2023-04-01,69.34177215189874
2023-04-02,74.35443037974683
2023-04-03,69.34177215189874
2023-04-04,65.16455696202532
2023-04-05,67.67088607594937
2023-04-06,67.67088607594937
2023-04-07,67.67088607594937
2023-04-08,76.0253164556962
2023-04-09,65.16455696202532
2023-04-10,74.35443037974683
2023-04-11,72.68354430379748
2023-04-12,72.68354430379748
2023-04-13,71.84810126582279
2023-04-14,67.67088607594937
2023-04-15,75.18987341772151
2023-04-16,74.35443037974683
2023-04-17,71.84810126582279
2023-04-18,67.67088607594937
2023-04-19,69.34177215189874
2023-04-20,68.50632911392405
2023-04-21,68.50632911392405
2023-04-22,73.51898734177215
2023-04-23,73.51898734177215
2023-04-24,73.51898734177215
2023-04-25,70.17721518987342
2023-04-26,66.50972348969935
2023-04-27,75.1261096756439
2023-04-28,64.86715845243901
2023-04-29,71.01969708249305
2023-04-30,77.58995723153441
2023-05-01,74.30482715701373
2023-05-02,71.01969708249305
2023-05-03,68.55584952660253
2023-05-04,68.1522885269597
2023-05-05,65.68844097106918
2023-05-06,67.73456700797236
2023-05-07,67.33100600832952
2023-05-08,68.55584952660253
2023-05-09,68.97357104558986
2023-05-10,66.91328448934217
2023-05-11,74.72254867600107
2023-05-12,62.403310896548504
2023-05-13,66.092001970712
2023-05-14,60.343024340300815
2023-05-15,71.84097960112322
2023-05-16,70.6161360828502
2023-05-17,66.092001970712
2023-05-18,64.44943693345166
2023-05-19,68.55584952660253
2023-05-20,68.97357104558986
2023-05-21,68.97357104558986
2023-05-22,71.01969708249305
2023-05-23,69.3771320452327
2023-05-24,66.092001970712
2023-05-25,70.19841456386287
2023-05-26,62.955515944281395
2023-05-27,62.955515944281395
2023-05-28,62.955515944281395
2023-05-29,65.37688194213837
2023-05-30,66.18400394142402
2023-05-31,71.02673593713799
2023-06-01,68.605369939281
2023-06-02,68.605369939281
2023-06-03,71.02673593713799
2023-06-04,70.21961393785232
2023-06-05,74.25522393428062
2023-06-06,68.605369939281
2023-06-07,68.605369939281
2023-06-08,67.79824793999535
2023-06-09,64.56975994285271
2023-06-10,66.99112594070968
2023-06-11,68.605369939281
2023-06-12,69.41249193856666
2023-06-13,71.83385793642364
2023-06-14,69.41249193856666
2023-06-15,71.02673593713799
2023-06-16,65.37688194213837
2023-06-17,65.37688194213837
2023-06-18,65.37688194213837
2023-06-19,71.83385793642364
2023-06-20,69.41249193856666
2023-06-21,70.21961393785232
2023-06-22,75.86946793285193
2023-06-23,71.02673593713799
2023-06-24,68.605369939281
2023-06-25,70.21961393785232
2023-06-26,72.6409799357093
2023-06-27,71.02673593713799
2023-06-28,66.99112594070968
2023-06-29,68.605369939281
2023-06-30,61.341271945710076
2023-07-01,65.37688194213837
2023-07-02,64.56975994285271
2023-07-03,62.14839394499573
2023-07-04,61.341271945710076
2023-07-05,67.79824793999535
2023-07-06,76.67658993213759
2023-07-07,80.71219992856588
2023-07-08,75.86946793285193
2023-07-09,73.44810193499495
2023-07-10,70.21961393785232
2023-07-11,71.02673593713799
2023-07-12,73.44810193499495
2023-07-13,71.83385793642364
2023-07-14,66.18400394142402
2023-07-15,70.21961393785232
2023-07-16,68.605369939281
2023-07-17,71.83385793642364
2023-07-18,66.18400394142402
2023-07-19,70.21961393785232
2023-07-20,68.605369939281
2023-07-21,62.955515944281395
2023-07-22,68.605369939281
2023-07-23,71.83385793642364
2023-07-24,68.605369939281
2023-07-25,77.48371193142324
2023-07-26,70.21961393785232
2023-07-27,66.99112594070968
2023-07-28,62.955515944281395
2023-07-29,70.21961393785232
2023-07-30,68.605369939281
2023-07-31,66.99112594070968
2023-08-01,68.605369939281
2023-08-02,65.37688194213837
2023-08-03,62.955515944281395
2023-08-04,66.99112594070968
2023-08-05,64.56975994285271
2023-08-06,68.605369939281
2023-08-07,65.37688194213837
2023-08-08,64.56975994285271
2023-08-09,62.14839394499573
2023-08-10,62.14839394499573
2023-08-11,62.14839394499573
2023-08-12,61.341271945710076
2023-08-13,63.76263794356705
2023-08-14,66.99112594070968
2023-08-15,65.37688194213837
2023-08-16,66.18400394142402
2023-08-17,68.605369939281
2023-08-18,66.99112594070968
2023-08-19,64.56975994285271
2023-08-20,65.37688194213837
2023-08-21,66.18400394142402
2023-08-22,66.18400394142402
2023-08-23,66.18400394142402
2023-08-24,58.919905947853096
2023-08-25,63.76263794356705
2023-08-26,62.955515944281395
2023-08-27,64.56975994285271
2023-08-28,63.76263794356705
2023-08-29,62.14839394499573
2023-08-30,59.72702794713876
2023-08-31,58.919905947853096
2023-09-01,57.30566194928178
2023-09-02,59.72702794713876
2023-09-03,60.534149946424414
2023-09-04,63.76263794356705
2023-09-05,60.534149946424414
2023-09-06,62.14839394499573
2023-09-07,58.11278394856744
2023-09-08,55.69141795071046
2023-09-09,58.919905947853096
2023-09-10,58.11278394856744
2023-09-11,59.72702794713876
2023-09-12,56.49853994999612
2023-09-13,55.69141795071046
2023-09-14,54.884295951424804
2023-09-15,51.65580795428217
2023-09-16,58.919905947853096
2023-09-17,54.884295951424804
2023-09-18,60.534149946424414
2023-09-19,58.919905947853096
2023-09-20,55.69141795071046
2023-09-21,61.341271945710076
2023-09-22,53.270051952853485
2023-09-23,60.534149946424414
2023-09-24,56.49853994999612
2023-09-25,59.72702794713876
2023-09-26,58.11278394856744
2023-09-27,56.49853994999612
2023-09-28,57.30566194928178
2023-09-29,54.07717395213914
2023-09-30,58.11278394856744
2023-10-01,50.84868595499651
2023-10-02,58.11278394856744
2023-10-03,56.49853994999612
2023-10-04,60.534149946424414
2023-10-05,61.341271945710076
2023-10-06,62.14839394499573
2023-10-07,57.30566194928178
2023-10-08,58.11278394856744
2023-10-09,54.884295951424804
2023-10-10,55.69141795071046
2023-10-11,55.69141795071046
2023-10-12,56.49853994999612
2023-10-13,54.07717395213914
2023-10-14,54.884295951424804
2023-10-15,55.69141795071046
2023-10-16,58.11278394856744
2023-10-17,56.49853994999612
2023-10-18,57.30566194928178
2023-10-19,60.534149946424414
2023-10-20,59.72702794713876
2023-10-21,63.76263794356705
2023-10-22,61.341271945710076
2023-10-23,59.72702794713876
2023-10-24,59.72702794713876
2023-10-25,56.49853994999612
2023-10-26,55.69141795071046
2023-10-27,51.65580795428217
2023-10-28,54.07717395213914
2023-10-29,52.46292995356782
2023-10-30,57.30566194928178
2023-10-31,54.07717395213914
2023-11-01,56.49853994999612
2023-11-02,58.919905947853096
2023-11-03,57.30566194928178
2023-11-04,58.919905947853096
2023-11-05,61.341271945710076
2023-11-06,59.72702794713876
2023-11-07,59.72702794713876
2023-11-08,57.30566194928178
2023-11-09,54.884295951424804
2023-11-10,56.49853994999612
2023-11-11,54.884295951424804
2023-11-12,54.07717395213914
2023-11-13,56.49853994999612
2023-11-14,56.49853994999612
2023-11-15,58.11278394856744
2023-11-16,54.884295951424804
2023-11-17,50.04156395571085
2023-11-18,54.07717395213914
2023-11-19,50.84868595499651
2023-11-20,54.884295951424804
2023-11-21,51.65580795428217
2023-11-22,46.81307595856821
2023-11-23,38.74185596571162
2023-11-24,42.77746596213992
2023-11-25,46.81307595856821
2023-11-26,47.620197957853875
2023-11-27,54.884295951424804
2023-11-28,54.884295951424804
2023-11-29,57.30566194928178
2023-11-30,51.65580795428217
2023-12-01,52.46292995356782
2023-12-02,55.69141795071046
2023-12-03,50.84868595499651
2023-12-04,58.11278394856744
2023-12-05,58.11278394856744
2023-12-06,60.534149946424414
2023-12-07,54.884295951424804
2023-12-08,55.69141795071046
2023-12-09,57.30566194928178
2023-12-10,55.69141795071046
2023-12-11,56.49853994999612
2023-12-12,57.30566194928178
2023-12-13,60.534149946424414
2023-12-14,62.14839394499573
2023-12-15,57.30566194928178
2023-12-16,58.919905947853096
2023-12-17,53.270051952853485
2023-12-18,58.11278394856744
2023-12-19,55.69141795071046
2023-12-20,55.69141795071046
2023-12-21,54.07717395213914
2023-12-22,50.84868595499651
2023-12-23,48.42731995713953
2023-12-24,42.77746596213992
2023-12-25,37.934733966425966
2023-12-26,52.46292995356782
2023-12-27,66.18400394142402
2023-12-28,69.41249193856666
2023-12-29,67.79824793999535
2023-12-30,65.37688194213837
2023-12-31,58.919905947853096
2024-01-01,56.49853994999612
2024-01-02,66.18400394142402
2024-01-03,74.25522393428062
2024-01-04,75.06234593356628
2024-01-05,65.37688194213837
2024-01-06,73.04454093535213
2024-01-07,73.04454093535213
2024-01-08,61.341271945710076
2024-01-09,62.14839394499573
2024-01-10,65.37688194213837
2024-01-11,62.955515944281395
2024-01-12,62.55195494463857
2024-01-13,66.99112594070968
2024-01-14,62.14839394499573
2024-01-15,65.37688194213837
2024-01-16,62.14839394499573
2024-01-17,63.35907694392422
2024-01-18,61.341271945710076
2024-01-19,63.35907694392422
2024-01-20,69.41249193856666
2024-01-21,68.605369939281
2024-01-22,61.341271945710076
2024-01-23,62.955515944281395
2024-01-24,63.76263794356705
2024-01-25,62.14839394499573
2024-01-26,62.14839394499573
2024-01-27,71.83385793642364
2024-01-28,71.02673593713799
2024-01-29,65.37688194213837
2024-01-30,68.605369939281
2024-01-31,77.48371193142324
2024-02-01,63.76263794356705
2024-02-02,68.605369939281
2024-02-03,75.86946793285193
2024-02-04,73.44810193499495
2024-02-05,72.6409799357093
2024-02-06,66.18400394142402
2024-02-07,71.83385793642364
2024-02-08,66.18400394142402
2024-02-09,64.56975994285271
2024-02-10,66.99112594070968
2024-02-11,67.79824793999535
2024-02-12,58.11278394856744
2024-02-13,66.18400394142402
2024-02-14,62.14839394499573
2024-02-15,63.76263794356705
2024-02-16,66.99112594070968
2024-02-17,74.25522393428062
2024-02-18,79.90507792928022
2024-02-19,75.06234593356628
2024-02-20,73.44810193499495
2024-02-21,73.44810193499495
2024-02-22,66.99112594070968
2024-02-23,67.79824793999535
2024-02-24,75.06234593356628
2024-02-25,78.29083393070891
2024-02-26,71.83385793642364
2024-02-27,65.37688194213837
2024-02-28,66.18400394142402
2024-02-29,66.99112594070968
2024-03-01,67.79824793999535
2024-03-02,75.86946793285193
2024-03-03,74.25522393428062
2024-03-04,72.6409799357093
2024-03-05,66.18400394142402
2024-03-06,65.37688194213837
2024-03-07,66.99112594070968
2024-03-08,63.76263794356705
2024-03-09,73.44810193499495
2024-03-10,74.25522393428062
2024-03-11,66.99112594070968
2024-03-12,68.605369939281
2024-03-13,71.83385793642364
2024-03-14,66.18400394142402
2024-03-15,66.99112594070968
2024-03-16,71.83385793642364
2024-03-17,75.06234593356628
2024-03-18,72.6409799357093
2024-03-19,67.79824793999535
2024-03-20,70.21961393785232
2024-03-21,64.56975994285271
2024-03-22,64.56975994285271
2024-03-23,70.21961393785232
2024-03-24,72.6409799357093
2024-03-25,65.37688194213837
2024-03-26,64.56975994285271
2024-03-27,69.41249193856666
2024-03-28,65.37688194213837
2024-03-29,65.37688194213837
2024-03-30,70.21961393785232
2024-03-31,62.14839394499573
2024-04-01,73.44810193499495
2024-04-02,71.02673593713799
2024-04-03,67.79824793999535
2024-04-04,66.99112594070968
2024-04-05,65.37688194213837
2024-04-06,71.83385793642364
2024-04-07,70.21961393785232
2024-04-08,64.56975994285271
2024-04-09,66.99112594070968
2024-04-10,69.41249193856666
2024-04-11,64.56975994285271
2024-04-12,63.76263794356705
2024-04-13,70.21961393785232
2024-04-14,71.02673593713799
2024-04-15,67.79824793999535
2024-04-16,71.02673593713799
2024-04-17,71.02673593713799
2024-04-18,67.79824793999535
2024-04-19,66.18400394142402
2024-04-20,67.79824793999535
2024-04-21,68.605369939281
2024-04-22,66.18400394142402
2024-04-23,65.37688194213837
2024-04-24,67.79824793999535
2024-04-25,66.18400394142402
2024-04-26,61.341271945710076
2024-04-27,68.605369939281
2024-04-28,71.02673593713799
2024-04-29,68.605369939281
2024-04-30,77.48371193142324
2024-05-01,74.25522393428062
2024-05-02,66.99112594070968
2024-05-03,66.99112594070968
2024-05-04,65.37688194213837
2024-05-05,64.56975994285271
2024-05-06,69.41249193856666
2024-05-07,66.99112594070968
2024-05-08,65.37688194213837
2024-05-09,63.76263794356705
2024-05-10,60.534149946424414
2024-05-11,66.18400394142402
2024-05-12,64.56975994285271
2024-05-13,68.605369939281
2024-05-14,65.37688194213837
2024-05-15,70.21961393785232
2024-05-16,68.605369939281
2024-05-17,64.56975994285271
2024-05-18,63.76263794356705
2024-05-19,66.99112594070968
2024-05-20,66.18400394142402
2024-05-21,63.76263794356705
2024-05-22,64.56975994285271
2024-05-23,63.76263794356705
2024-05-24,61.341271945710076
2024-05-25,63.76263794356705
2024-05-26,62.14839394499573
2024-05-27,63.76263794356705
2024-05-28,67.79824793999535
2024-05-29,67.79824793999535
2024-05-30,66.99112594070968
2024-05-31,64.56975994285271
2024-06-01,71.83385793642364
2024-06-02,73.44810193499495
2024-06-03,67.79824793999535
2024-06-04,68.605369939281
2024-06-05,70.21961393785232
2024-06-06,71.02673593713799
2024-06-07,62.955515944281395
2024-06-08,68.605369939281
2024-06-09,69.41249193856666
2024-06-10,70.21961393785232
2024-06-11,67.79824793999535
2024-06-12,73.44810193499495
2024-06-13,68.605369939281
2024-06-14,63.76263794356705
2024-06-15,71.83385793642364
2024-06-16,65.37688194213837
2024-06-17,70.21961393785232
2024-06-18,67.79824793999535
2024-06-19,68.605369939281
2024-06-20,72.6409799357093
2024-06-21,72.6409799357093
2024-06-22,73.44810193499495
2024-06-23,72.6409799357093
2024-06-24,73.44810193499495
2024-06-25,73.44810193499495
2024-06-26,69.41249193856666
2024-06-27,70.21961393785232
2024-06-28,62.14839394499573
2024-06-29,67.79824793999535
2024-06-30,63.76263794356705
2024-07-01,68.605369939281
2024-07-02,71.02673593713799
2024-07-03,66.18400394142402
2024-07-04,59.72702794713876
2024-07-05,62.955515944281395
2024-07-06,66.18400394142402
2024-07-07,66.18400394142402
2024-07-08,72.6409799357093
2024-07-09,80.71219992856588
2024-07-10,72.6409799357093
2024-07-11,73.44810193499495
2024-07-12,70.21961393785232
2024-07-13,73.44810193499495
2024-07-14,63.76263794356705
2024-07-15,67.79824793999535
2024-07-16,70.21961393785232
2024-07-17,65.37688194213837
2024-07-18,67.79824793999535
2024-07-19,63.76263794356705
2024-07-20,66.99112594070968
2024-07-21,69.41249193856666
2024-07-22,68.605369939281
2024-07-23,71.02673593713799
2024-07-24,70.21961393785232
2024-07-25,69.41249193856666
2024-07-26,66.99112594070968
2024-07-27,63.76263794356705
2024-07-28,66.18400394142402
2024-07-29,66.99112594070968
2024-07-30,69.41249193856666
2024-07-31,66.99112594070968
2024-08-01,71.83385793642364
2024-08-02,71.83385793642364
2024-08-03,74.25522393428062
2024-08-04,73.44810193499495
2024-08-05,79.90507792928022
2024-08-06,79.09795592999457
2024-08-07,74.25522393428062
2024-08-08,74.25522393428062
2024-08-09,74.25522393428062
2024-08-10,71.83385793642364
2024-08-11,72.6409799357093
2024-08-12,71.02673593713799
2024-08-13,73.44810193499495
2024-08-14,73.44810193499495
2024-08-15,72.6409799357093
2024-08-16,71.02673593713799
2024-08-17,68.605369939281
2024-08-18,71.56646869463995
2024-08-19,70.27099683608814
2024-08-20,67.59526425936124
2024-08-21,67.19170325971841
2024-08-22,70.67455783573098
2024-08-23,67.59526425936124
2024-08-24,72.05481855390607
2024-08-25,75.13411213027581
2024-08-26,74.24220127136685
2024-08-27,67.59526425936124
2024-08-28,67.19170325971841
2024-08-29,64.51597068299151
2024-08-30,62.328587965530744
2024-08-31,65.40788154190048
2024-09-01,62.73214896517357
2024-09-02,67.19170325971841
2024-09-03,64.51597068299151
2024-09-04,70.27099683608814
2024-09-05,64.51597068299151
2024-09-06,62.328587965530744
2024-09-07,66.29979240080945
2024-09-08,60.5447662477128
2024-09-09,64.51597068299151
2024-09-10,64.51597068299151
2024-09-11,65.8114425415433
2024-09-12,70.27099683608814
2024-09-13,66.29979240080945
2024-09-14,71.56646869463995
2024-09-15,65.40788154190048
2024-09-16,76.4295839888276
2024-09-17,75.20587832698536
2024-09-18,92.78647326056634
2024-09-19,97.66997185322774
2024-09-20,79.11267720111447
2024-09-21,72.27577917138852
2024-09-22,71.29907945285625
2024-09-23,78.13597748258219
2024-09-24,72.27577917138852
2024-09-25,70.32237973432397
