Time,poki
2022-07-25,30.0
2022-07-26,30.0
2022-07-27,31.0
2022-07-28,29.0
2022-07-29,31.0
2022-07-30,27.0
2022-07-31,29.0
2022-08-01,28.0
2022-08-02,28.0
2022-08-03,30.0
2022-08-04,29.0
2022-08-05,31.0
2022-08-06,29.0
2022-08-07,28.0
2022-08-08,30.0
2022-08-09,32.0
2022-08-10,33.0
2022-08-11,36.0
2022-08-12,38.0
2022-08-13,32.0
2022-08-14,31.0
2022-08-15,34.0
2022-08-16,39.0
2022-08-17,42.0
2022-08-18,42.0
2022-08-19,56.0
2022-08-20,35.0
2022-08-21,33.0
2022-08-22,41.0
2022-08-23,49.0
2022-08-24,49.0
2022-08-25,52.0
2022-08-26,59.0
2022-08-27,39.0
2022-08-28,34.0
2022-08-29,48.06532805429865
2022-08-30,56.34360859728507
2022-08-31,56.84360859728507
2022-09-01,63.05231900452489
2022-09-02,63.05231900452489
2022-09-03,42.89140271493213
2022-09-04,36.18269230769231
2022-09-05,35.147907239819006
2022-09-06,54.77403846153846
2022-09-07,59.94796380090497
2022-09-08,60.98274886877828
2022-09-09,72.36538461538461
2022-09-10,42.89140271493213
2022-09-11,37.21747737556561
2022-09-12,57.87839366515837
2022-09-13,61.51753393665158
2022-09-14,71.83059954751131
2022-09-15,65.12188914027149
2022-09-16,73.90016968325791
2022-09-17,43.92618778280543
2022-09-18,38.75226244343891
2022-09-19,57.87839366515837
2022-09-20,62.01753393665158
2022-09-21,69.7610294117647
2022-09-22,67.1914592760181
2022-09-23,78.57409502262443
2022-09-24,47.03054298642534
2022-09-25,41.856617647058826
2022-09-26,54.77403846153846
2022-09-27,60.48274886877828
2022-09-28,59.89592760180995
2022-09-29,67.3829185520362
2022-09-30,79.14819004524887
2022-10-01,43.852375565610856
2022-10-02,38.504524886877824
2022-10-03,55.61764705882353
2022-10-04,65.24377828054298
2022-10-05,64.17420814479638
2022-10-06,66.31334841628959
2022-10-07,73.80033936651583
2022-10-08,44.921945701357465
2022-10-09,38.504524886877824
2022-10-10,51.3393665158371
2022-10-11,60.96549773755656
2022-10-12,64.17420814479638
2022-10-13,69.5220588235294
2022-10-14,70.59162895927602
2022-10-15,42.782805429864254
2022-10-16,39.574095022624434
2022-10-17,64.17420814479638
2022-10-18,64.17420814479638
2022-10-19,70.59162895927602
2022-10-20,65.24377828054298
2022-10-21,70.59162895927602
2022-10-22,43.852375565610856
2022-10-23,42.782805429864254
2022-10-24,59.89592760180995
2022-10-25,65.24377828054298
2022-10-26,69.5220588235294
2022-10-27,67.3829185520362
2022-10-28,80.21776018099547
2022-10-29,45.991515837104075
2022-10-30,40.64366515837104
2022-10-31,56.68721719457013
2022-11-01,59.89592760180995
2022-11-02,65.24377828054298
2022-11-03,65.24377828054298
2022-11-04,77.00904977375565
2022-11-05,51.3393665158371
2022-11-06,43.852375565610856
2022-11-07,58.82635746606335
2022-11-08,57.75678733031674
2022-11-09,60.96549773755656
2022-11-10,70.59162895927602
2022-11-11,66.31334841628959
2022-11-12,50.2697963800905
2022-11-13,44.921945701357465
2022-11-14,58.82635746606335
2022-11-15,69.5220588235294
2022-11-16,70.59162895927602
2022-11-17,73.80033936651583
2022-11-18,85.56561085972851
2022-11-19,54.54807692307692
2022-11-20,47.06108597285068
2022-11-21,55.61764705882353
2022-11-22,62.03506787330316
2022-11-23,54.54807692307692
2022-11-24,48.130656108597286
2022-11-25,45.991515837104075
2022-11-26,41.713235294117645
2022-11-27,37.43495475113122
2022-11-28,48.130656108597286
2022-11-29,54.54807692307692
2022-11-30,66.31334841628959
2022-12-01,66.31334841628959
2022-12-02,75.93947963800905
2022-12-03,49.20022624434389
2022-12-04,44.921945701357465
2022-12-05,55.61764705882353
2022-12-06,69.5220588235294
2022-12-07,72.73076923076923
2022-12-08,72.73076923076923
2022-12-09,84.49604072398189
2022-12-10,53.47850678733032
2022-12-11,48.130656108597286
2022-12-12,73.80033936651583
2022-12-13,78.07861990950227
2022-12-14,84.49604072398189
2022-12-15,95.19174208144796
2022-12-16,106.95701357466064
2022-12-17,59.89592760180995
2022-12-18,52.40893665158371
2022-12-19,69.5220588235294
2022-12-20,78.07861990950227
2022-12-21,77.00904977375565
2022-12-22,72.73076923076923
2022-12-23,62.03506787330316
2022-12-24,55.61764705882353
2022-12-25,53.47850678733032
2022-12-26,45.991515837104075
2022-12-27,42.782805429864254
2022-12-28,40.64366515837104
2022-12-29,42.782805429864254
2022-12-30,40.64366515837104
2022-12-31,40.64366515837104
2023-01-01,41.713235294117645
2023-01-02,39.574095022624434
2023-01-03,45.991515837104075
2023-01-04,55.61764705882353
2023-01-05,59.89592760180995
2023-01-06,70.59162895927602
2023-01-07,42.782805429864254
2023-01-08,41.713235294117645
2023-01-09,58.82635746606335
2023-01-10,64.17420814479638
2023-01-11,67.3829185520362
2023-01-12,69.5220588235294
2023-01-13,85.56561085972851
2023-01-14,51.3393665158371
2023-01-15,43.852375565610856
2023-01-16,44.921945701357465
2023-01-17,63.10463800904977
2023-01-18,69.5220588235294
2023-01-19,74.86990950226244
2023-01-20,84.49604072398189
2023-01-21,53.47850678733032
2023-01-22,43.852375565610856
2023-01-23,63.10463800904977
2023-01-24,68.4524886877828
2023-01-25,72.73076923076923
2023-01-26,77.00904977375565
2023-01-27,87.70475113122171
2023-01-28,55.61764705882353
2023-01-29,49.20022624434389
2023-01-30,69.5220588235294
2023-01-31,74.86990950226244
2023-02-01,69.5220588235294
2023-02-02,72.73076923076923
2023-02-03,81.28733031674209
2023-02-04,58.82635746606335
2023-02-05,49.20022624434389
2023-02-06,59.89592760180995
2023-02-07,70.59162895927602
2023-02-08,70.59162895927602
2023-02-09,71.66119909502262
2023-02-10,84.49604072398189
2023-02-11,57.75678733031674
2023-02-12,50.2697963800905
2023-02-13,60.96549773755656
2023-02-14,66.31334841628959
2023-02-15,70.59162895927602
2023-02-16,71.66119909502262
2023-02-17,81.28733031674209
2023-02-18,54.54807692307692
2023-02-19,49.20022624434389
2023-02-20,51.3393665158371
2023-02-21,58.82635746606335
2023-02-22,72.73076923076923
2023-02-23,69.5220588235294
2023-02-24,75.93947963800905
2023-02-25,55.61764705882353
2023-02-26,49.20022624434389
2023-02-27,67.3829185520362
2023-02-28,62.03506787330316
2023-03-01,67.3829185520362
2023-03-02,69.5220588235294
2023-03-03,77.00904977375565
2023-03-04,57.75678733031674
2023-03-05,48.130656108597286
2023-03-06,58.82635746606335
2023-03-07,64.17420814479638
2023-03-08,69.5220588235294
2023-03-09,72.73076923076923
2023-03-10,78.07861990950227
2023-03-11,57.75678733031674
2023-03-12,51.3393665158371
2023-03-13,53.47850678733032
2023-03-14,63.10463800904977
2023-03-15,62.03506787330316
2023-03-16,64.17420814479638
2023-03-17,67.3829185520362
2023-03-18,51.3393665158371
2023-03-19,49.20022624434389
2023-03-20,54.54807692307692
2023-03-21,62.03506787330316
2023-03-22,60.96549773755656
2023-03-23,67.3829185520362
2023-03-24,72.73076923076923
2023-03-25,54.54807692307692
2023-03-26,45.991515837104075
2023-03-27,55.61764705882353
2023-03-28,63.10463800904977
2023-03-29,60.96549773755656
2023-03-30,70.59162895927602
2023-03-31,71.66119909502262
2023-04-01,54.54807692307692
2023-04-02,49.20022624434389
2023-04-03,54.54807692307692
2023-04-04,65.24377828054298
2023-04-05,64.17420814479638
2023-04-06,67.3829185520362
2023-04-07,59.89592760180995
2023-04-08,50.2697963800905
2023-04-09,42.782805429864254
2023-04-10,48.130656108597286
2023-04-11,54.54807692307692
2023-04-12,58.82635746606335
2023-04-13,60.96549773755656
2023-04-14,73.80033936651583
2023-04-15,48.130656108597286
2023-04-16,48.130656108597286
2023-04-17,56.68721719457013
2023-04-18,63.10463800904977
2023-04-19,68.4524886877828
2023-04-20,73.80033936651583
2023-04-21,79.14819004524887
2023-04-22,55.61764705882353
2023-04-23,48.130656108597286
2023-04-24,59.89592760180995
2023-04-25,68.4524886877828
2023-04-26,67.3829185520362
2023-04-27,68.9872737556561
2023-04-28,79.14819004524887
2023-04-29,54.01329185520362
2023-04-30,49.20022624434389
2023-05-01,62.03506787330316
2023-05-02,68.9872737556561
2023-05-03,66.8481334841629
2023-05-04,75.40469457013575
2023-05-05,79.14819004524887
2023-05-06,54.54807692307692
2023-05-07,49.20022624434389
2023-05-08,65.24377828054298
2023-05-09,65.77856334841628
2023-05-10,74.86990950226244
2023-05-11,77.54383484162895
2023-05-12,79.68297511312217
2023-05-13,55.08286199095022
2023-05-14,54.54807692307692
2023-05-15,68.9872737556561
2023-05-16,75.40469457013575
2023-05-17,74.86990950226244
2023-05-18,82.35690045248869
2023-05-19,80.21776018099547
2023-05-20,55.61764705882353
2023-05-21,51.3393665158371
2023-05-22,68.4524886877828
2023-05-23,68.9872737556561
2023-05-24,72.73076923076923
2023-05-25,71.12641402714932
2023-05-26,68.4524886877828
2023-05-27,53.47850678733032
2023-05-28,52.40893665158371
2023-05-29,47.06108597285068
2023-05-30,55.61764705882353
2023-05-31,62.03506787330316
2023-06-01,63.10463800904977
2023-06-02,59.89592760180995
2023-06-03,48.130656108597286
2023-06-04,45.991515837104075
2023-06-05,65.24377828054298
2023-06-06,55.61764705882353
2023-06-07,62.03506787330316
2023-06-08,56.68721719457013
2023-06-09,55.61764705882353
2023-06-10,47.06108597285068
2023-06-11,44.921945701357465
2023-06-12,48.130656108597286
2023-06-13,48.130656108597286
2023-06-14,48.130656108597286
2023-06-15,48.130656108597286
2023-06-16,48.130656108597286
2023-06-17,43.852375565610856
2023-06-18,44.921945701357465
2023-06-19,41.713235294117645
2023-06-20,41.713235294117645
2023-06-21,43.852375565610856
2023-06-22,42.782805429864254
2023-06-23,45.991515837104075
2023-06-24,43.852375565610856
2023-06-25,42.782805429864254
2023-06-26,39.574095022624434
2023-06-27,41.713235294117645
2023-06-28,41.713235294117645
2023-06-29,40.64366515837104
2023-06-30,41.713235294117645
2023-07-01,40.64366515837104
2023-07-02,41.713235294117645
2023-07-03,39.574095022624434
2023-07-04,37.43495475113122
2023-07-05,34.2262443438914
2023-07-06,36.36538461538461
2023-07-07,39.574095022624434
2023-07-08,39.574095022624434
2023-07-09,38.504524886877824
2023-07-10,36.36538461538461
2023-07-11,37.43495475113122
2023-07-12,36.36538461538461
2023-07-13,38.504524886877824
2023-07-14,41.713235294117645
2023-07-15,38.504524886877824
2023-07-16,38.504524886877824
2023-07-17,39.574095022624434
2023-07-18,36.36538461538461
2023-07-19,41.713235294117645
2023-07-20,40.64366515837104
2023-07-21,38.504524886877824
2023-07-22,39.574095022624434
2023-07-23,39.574095022624434
2023-07-24,39.574095022624434
2023-07-25,38.504524886877824
2023-07-26,39.574095022624434
2023-07-27,37.43495475113122
2023-07-28,39.574095022624434
2023-07-29,39.574095022624434
2023-07-30,40.64366515837104
2023-07-31,34.2262443438914
2023-08-01,38.504524886877824
2023-08-02,38.504524886877824
2023-08-03,42.782805429864254
2023-08-04,43.852375565610856
2023-08-05,40.64366515837104
2023-08-06,38.504524886877824
2023-08-07,38.504524886877824
2023-08-08,41.713235294117645
2023-08-09,43.852375565610856
2023-08-10,41.713235294117645
2023-08-11,51.3393665158371
2023-08-12,39.574095022624434
2023-08-13,40.64366515837104
2023-08-14,41.713235294117645
2023-08-15,49.20022624434389
2023-08-16,48.130656108597286
2023-08-17,54.54807692307692
2023-08-18,60.96549773755656
2023-08-19,48.130656108597286
2023-08-20,43.852375565610856
2023-08-21,51.3393665158371
2023-08-22,60.96549773755656
2023-08-23,58.82635746606335
2023-08-24,66.31334841628959
2023-08-25,69.5220588235294
2023-08-26,45.991515837104075
2023-08-27,45.991515837104075
2023-08-28,52.40893665158371
2023-08-29,59.89592760180995
2023-08-30,63.10463800904977
2023-08-31,66.31334841628959
2023-09-01,67.3829185520362
2023-09-02,49.20022624434389
2023-09-03,44.921945701357465
2023-09-04,47.06108597285068
2023-09-05,62.03506787330316
2023-09-06,70.59162895927602
2023-09-07,69.5220588235294
2023-09-08,82.35690045248869
2023-09-09,50.2697963800905
2023-09-10,50.2697963800905
2023-09-11,66.31334841628959
2023-09-12,71.66119909502262
2023-09-13,72.73076923076923
2023-09-14,70.59162895927602
2023-09-15,87.70475113122171
2023-09-16,54.54807692307692
2023-09-17,49.20022624434389
2023-09-18,63.10463800904977
2023-09-19,74.86990950226244
2023-09-20,70.59162895927602
2023-09-21,74.86990950226244
2023-09-22,91.98303167420815
2023-09-23,57.75678733031674
2023-09-24,54.54807692307692
2023-09-25,65.24377828054298
2023-09-26,72.73076923076923
2023-09-27,74.86990950226244
2023-09-28,81.28733031674209
2023-09-29,87.70475113122171
2023-09-30,60.96549773755656
2023-10-01,56.68721719457013
2023-10-02,63.10463800904977
2023-10-03,74.86990950226244
2023-10-04,79.14819004524887
2023-10-05,82.35690045248869
2023-10-06,86.63518099547511
2023-10-07,57.75678733031674
2023-10-08,56.68721719457013
2023-10-09,60.96549773755656
2023-10-10,69.5220588235294
2023-10-11,73.80033936651583
2023-10-12,77.00904977375565
2023-10-13,81.28733031674209
2023-10-14,59.89592760180995
2023-10-15,53.47850678733032
2023-10-16,69.5220588235294
2023-10-17,77.00904977375565
2023-10-18,72.73076923076923
2023-10-19,79.14819004524887
2023-10-20,88.77432126696833
2023-10-21,64.17420814479638
2023-10-22,56.68721719457013
2023-10-23,65.24377828054298
2023-10-24,72.73076923076923
2023-10-25,75.93947963800905
2023-10-26,82.35690045248869
2023-10-27,89.84389140271493
2023-10-28,60.96549773755656
2023-10-29,56.68721719457013
2023-10-30,72.73076923076923
2023-10-31,74.86990950226244
2023-11-01,75.93947963800905
2023-11-02,79.14819004524887
2023-11-03,90.91346153846153
2023-11-04,63.10463800904977
2023-11-05,60.96549773755656
2023-11-06,73.80033936651583
2023-11-07,73.80033936651583
2023-11-08,73.80033936651583
2023-11-09,85.56561085972851
2023-11-10,87.70475113122171
2023-11-11,64.17420814479638
2023-11-12,59.89592760180995
2023-11-13,78.07861990950227
2023-11-14,75.93947963800905
2023-11-15,83.42647058823529
2023-11-16,85.56561085972851
2023-11-17,105.88744343891402
2023-11-18,68.4524886877828
2023-11-19,60.96549773755656
2023-11-20,71.66119909502262
2023-11-21,84.49604072398189
2023-11-22,70.59162895927602
2023-11-23,73.80033936651583
2023-11-24,65.24377828054298
2023-11-25,54.54807692307692
2023-11-26,54.54807692307692
2023-11-27,63.10463800904977
2023-11-28,69.5220588235294
2023-11-29,85.56561085972851
2023-11-30,79.14819004524887
2023-12-01,98.40045248868778
2023-12-02,63.10463800904977
2023-12-03,56.68721719457013
2023-12-04,69.5220588235294
2023-12-05,79.14819004524887
2023-12-06,85.56561085972851
2023-12-07,86.63518099547511
2023-12-08,95.19174208144796
2023-12-09,62.03506787330316
2023-12-10,60.96549773755656
2023-12-11,70.59162895927602
2023-12-12,82.35690045248869
2023-12-13,86.63518099547511
2023-12-14,105.88744343891402
2023-12-15,106.95701357466064
2023-12-16,72.73076923076923
2023-12-17,64.17420814479638
2023-12-18,86.63518099547511
2023-12-19,89.84389140271493
2023-12-20,89.84389140271493
2023-12-21,97.33088235294117
2023-12-22,84.44035192269783
2023-12-23,69.23525154063496
2023-12-24,69.23525154063496
2023-12-25,62.93929736066049
2023-12-26,54.5446917873612
2023-12-27,50.34738900071156
2023-12-28,51.396714697373966
2023-12-29,52.44604039403638
2023-12-30,46.150086214061915
2023-12-31,48.24873760738673
2024-01-01,53.495366090698795
2024-01-02,51.93149976524727
2024-01-03,59.79132027067326
2024-01-04,68.70046647276166
2024-01-05,73.94709495607371
2024-01-06,51.93149976524727
2024-01-07,50.34738900071156
2024-01-08,65.55248938277443
2024-01-09,75.53120572060944
2024-01-10,76.04574634939854
2024-01-11,83.39102622603542
2024-01-12,94.39882382144864
2024-01-13,59.79132027067326
2024-01-14,56.643343180686024
2024-01-15,53.495366090698795
2024-01-16,65.03794875398532
2024-01-17,81.2923748327106
2024-01-18,80.77783420392149
2024-01-19,83.39102622603542
2024-01-20,60.30586089946237
2024-01-21,54.541306651645485
2024-01-22,68.94844425774052
2024-01-23,78.21017557594446
2024-01-24,87.47190689414842
2024-01-25,87.47190689414842
2024-01-26,102.90812575782167
2024-01-27,59.68671293953657
2024-01-28,53.512225394067265
2024-01-29,78.21017557594446
2024-01-30,85.41374437899198
2024-01-31,84.38466312141377
2024-02-01,86.4428256365702
2024-02-02,85.41374437899198
2024-02-03,59.68671293953657
2024-02-04,56.59946916680192
2024-02-05,68.94844425774052
2024-02-06,75.12293180320982
2024-02-07,83.35558186383555
2024-02-08,89.53006940930484
2024-02-09,93.64639443961772
2024-02-10,62.773956712271215
2024-02-11,56.59946916680192
2024-02-12,65.86120048500587
2024-02-13,75.12293180320982
2024-02-14,77.18109431836625
2024-02-15,81.29741934867911
2024-02-16,88.50098815172663
2024-02-17,59.68671293953657
2024-02-18,55.5703879092237
2024-02-19,56.59946916680192
2024-02-20,67.9193630001623
2024-02-21,69.97752551531873
2024-02-22,76.15201306078804
2024-02-23,83.35558186383555
2024-02-24,57.62855042438014
2024-02-25,53.512225394067265
2024-02-26,66.89028174258408
2024-02-27,74.0938505456316
2024-02-28,79.23925683352269
2024-02-29,81.29741934867911
2024-03-01,86.4428256365702
2024-03-02,57.62855042438014
2024-03-03,53.512225394067265
2024-03-04,69.97752551531873
2024-03-05,79.23925683352269
2024-03-06,78.21017557594446
2024-03-07,86.4428256365702
2024-03-08,89.53006940930484
2024-03-09,62.773956712271215
2024-03-10,56.59946916680192
2024-03-11,65.86120048500587
2024-03-12,67.9193630001623
2024-03-13,74.0938505456316
2024-03-14,79.23925683352269
2024-03-15,82.32650060625733
2024-03-16,54.541306651645485
2024-03-17,54.541306651645485
2024-03-18,64.83211922742765
2024-03-19,81.29741934867911
2024-03-20,69.97752551531873
2024-03-21,81.29741934867911
2024-03-22,82.32650060625733
2024-03-23,59.68671293953657
2024-03-24,51.45406287891083
2024-03-25,67.9193630001623
2024-03-26,72.03568803047517
2024-03-27,78.21017557594446
2024-03-28,75.12293180320982
2024-03-29,58.65763168195835
2024-03-30,50.42498162133262
2024-03-31,49.3959003637544
2024-04-01,55.5703879092237
2024-04-02,61.744875454693
2024-04-03,65.86120048500587
2024-04-04,65.86120048500587
2024-04-05,73.06476928805338
2024-04-06,49.3959003637544
2024-04-07,48.36681910617618
2024-04-08,57.62855042438014
2024-04-09,68.94844425774052
2024-04-10,68.94844425774052
2024-04-11,76.15201306078804
2024-04-12,89.53006940930484
2024-04-13,50.42498162133262
2024-04-14,48.36681910617618
2024-04-15,65.86120048500587
2024-04-16,67.9193630001623
2024-04-17,71.00660677289694
2024-04-18,80.2683380911009
2024-04-19,83.35558186383555
2024-04-20,54.541306651645485
2024-04-21,50.42498162133262
2024-04-22,66.89028174258408
2024-04-23,78.21017557594446
2024-04-24,74.0938505456316
2024-04-25,80.2683380911009
2024-04-26,86.4428256365702
2024-04-27,55.5703879092237
2024-04-28,54.541306651645485
2024-04-29,68.94844425774052
2024-04-30,75.12293180320982
2024-05-01,79.23925683352269
2024-05-02,79.23925683352269
2024-05-03,86.4428256365702
2024-05-04,50.42498162133262
2024-05-05,50.42498162133262
2024-05-06,75.12293180320982
2024-05-07,76.15201306078804
2024-05-08,81.29741934867911
2024-05-09,79.23925683352269
2024-05-10,90.55915066688307
2024-05-11,53.512225394067265
2024-05-12,51.45406287891083
2024-05-13,80.2683380911009
2024-05-14,81.29741934867911
2024-05-15,82.32650060625733
2024-05-16,85.41374437899198
2024-05-17,93.64639443961772
2024-05-18,54.541306651645485
2024-05-19,53.512225394067265
2024-05-20,78.21017557594446
2024-05-21,84.38466312141377
2024-05-22,80.2683380911009
2024-05-23,88.50098815172663
2024-05-24,87.47190689414842
2024-05-25,54.541306651645485
2024-05-26,51.45406287891083
2024-05-27,49.3959003637544
2024-05-28,63.803037969849434
2024-05-29,72.03568803047517
2024-05-30,83.35558186383555
2024-05-31,74.0938505456316
2024-06-01,49.3959003637544
2024-06-02,47.33773784859797
2024-06-03,60.71579419711478
2024-06-04,64.83211922742765
2024-06-05,62.773956712271215
2024-06-06,62.773956712271215
2024-06-07,61.744875454693
2024-06-08,49.3959003637544
2024-06-09,47.33773784859797
2024-06-10,54.541306651645485
2024-06-11,54.541306651645485
2024-06-12,54.541306651645485
2024-06-13,55.5703879092237
2024-06-14,55.5703879092237
2024-06-15,43.2214128182851
2024-06-16,43.2214128182851
2024-06-17,46.30865659101975
2024-06-18,46.30865659101975
2024-06-19,43.2214128182851
2024-06-20,46.30865659101975
2024-06-21,48.36681910617618
2024-06-22,43.2214128182851
2024-06-23,40.13416904555045
2024-06-24,44.250494075863315
2024-06-25,45.279575333441535
2024-06-26,46.30865659101975
2024-06-27,45.279575333441535
2024-06-28,45.279575333441535
2024-06-29,42.19233156070688
2024-06-30,41.16325030312866
2024-07-01,39.10508778797223
2024-07-02,43.2214128182851
2024-07-03,44.250494075863315
2024-07-04,41.16325030312866
2024-07-05,41.16325030312866
2024-07-06,38.07600653039402
2024-07-07,37.0469252728158
2024-07-08,40.13416904555045
2024-07-09,40.13416904555045
2024-07-10,40.13416904555045
2024-07-11,43.2214128182851
2024-07-12,43.2214128182851
2024-07-13,39.10508778797223
2024-07-14,39.10508778797223
2024-07-15,40.13416904555045
2024-07-16,39.10508778797223
2024-07-17,40.13416904555045
2024-07-18,41.16325030312866
2024-07-19,39.10508778797223
2024-07-20,41.16325030312866
2024-07-21,37.0469252728158
2024-07-22,38.07600653039402
2024-07-23,39.10508778797223
2024-07-24,39.10508778797223
2024-07-25,44.250494075863315
2024-07-26,41.16325030312866
2024-07-27,39.10508778797223
2024-07-28,41.16325030312866
2024-07-29,39.10508778797223
2024-07-30,40.13416904555045
2024-07-31,37.0469252728158
2024-08-01,41.16325030312866
2024-08-02,43.2214128182851
2024-08-03,41.16325030312866
2024-08-04,41.16325030312866
2024-08-05,39.10508778797223
2024-08-06,41.16325030312866
2024-08-07,45.279575333441535
2024-08-08,44.250494075863315
2024-08-09,53.512225394067265
2024-08-10,41.16325030312866
2024-08-11,40.13416904555045
2024-08-12,43.2214128182851
2024-08-13,49.3959003637544
2024-08-14,51.45406287891083
2024-08-15,54.541306651645485
2024-08-16,61.744875454693
2024-08-17,43.2214128182851
2024-08-18,44.2144027716714
2024-08-19,53.495617006297536
2024-08-20,60.58516283946442
2024-08-21,66.57887447190166
2024-08-22,70.96221127482016
2024-08-23,76.95592290725742
2024-08-24,50.208114404108656
2024-08-25,45.310236972401036
2024-08-26,61.68099704019404
2024-08-27,68.25600224457182
2024-08-28,70.96221127482016
2024-08-29,75.3455480777387
2024-08-30,84.62676231236482
2024-08-31,48.597739574589916
2024-09-01,50.208114404108656
2024-09-02,47.50190537386029
2024-09-03,62.262290612134564
2024-09-04,69.86637707409054
2024-09-05,72.63933904749032
2024-09-06,82.43509391090555
2024-09-07,50.789407976049176
2024-09-08,48.016446002649396
2024-09-09,67.6747086726313
2024-09-10,72.0580454755498
2024-09-11,74.24971387700906
2024-09-12,81.33925971017592
2024-09-13,100.99752238015783
2024-09-14,53.495617006297536
2024-09-15,50.789407976049176
2024-09-16,76.44138227846832
2024-09-17,81.38110007167275
2024-09-18,82.54368721555379
2024-09-19,86.03144864719691
2024-09-20,99.98249437376938
2024-09-21,58.12935719405197
2024-09-22,53.47900861852781
