Time,hugh_grant
2022-04-12,19.0
2022-04-13,17.0
2022-04-14,21.0
2022-04-15,22.0
2022-04-16,28.0
2022-04-17,36.0
2022-04-18,25.0
2022-04-19,26.0
2022-04-20,22.0
2022-04-21,24.0
2022-04-22,31.0
2022-04-23,48.0
2022-04-24,55.0
2022-04-25,33.0
2022-04-26,27.0
2022-04-27,21.0
2022-04-28,26.0
2022-04-29,25.0
2022-04-30,34.0
2022-05-01,43.0
2022-05-02,30.0
2022-05-03,29.0
2022-05-04,28.0
2022-05-05,34.0
2022-05-06,31.0
2022-05-07,48.0
2022-05-08,59.0
2022-05-09,37.0
2022-05-10,29.0
2022-05-11,31.0
2022-05-12,31.0
2022-05-13,31.0
2022-05-14,30.0
2022-05-15,38.0
2022-05-16,27.0
2022-05-17,24.0
2022-05-18,20.0
2022-05-19,21.0
2022-05-20,24.0
2022-05-21,35.0
2022-05-22,48.0
2022-05-23,27.0
2022-05-24,29.0
2022-05-25,24.0
2022-05-26,24.0
2022-05-27,24.0
2022-05-28,37.0
2022-05-29,31.0
2022-05-30,33.0
2022-05-31,23.0
2022-06-01,22.0
2022-06-02,21.0
2022-06-03,29.0
2022-06-04,38.0
2022-06-05,100.0
2022-06-06,29.0
2022-06-07,27.0
2022-06-08,20.0
2022-06-09,22.0
2022-06-10,24.0
2022-06-11,27.0
2022-06-12,39.0
2022-06-13,28.0
2022-06-14,25.0
2022-06-15,27.0
2022-06-16,24.0
2022-06-17,21.0
2022-06-18,33.0
2022-06-19,30.0
2022-06-20,30.0
2022-06-21,19.0
2022-06-22,24.0
2022-06-23,20.0
2022-06-24,27.0
2022-06-25,30.0
2022-06-26,33.0
2022-06-27,26.0
2022-06-28,18.0
2022-06-29,21.0
2022-06-30,23.0
2022-07-01,21.0
2022-07-02,25.0
2022-07-03,23.0
2022-07-04,27.0
2022-07-05,19.0
2022-07-06,22.0
2022-07-07,58.0
2022-07-08,76.0
2022-07-09,50.0
2022-07-10,44.0
2022-07-11,25.0
2022-07-12,19.0
2022-07-13,25.0
2022-07-14,27.0
2022-07-15,24.0
2022-07-16,36.0
2022-07-17,31.0
2022-07-18,24.0
2022-07-19,18.0
2022-07-20,23.0
2022-07-21,51.0
2022-07-22,46.0
2022-07-23,50.0
2022-07-24,39.0
2022-07-25,71.0
2022-07-26,37.0
2022-07-27,33.0
2022-07-28,25.0
2022-07-29,23.0
2022-07-30,18.0
2022-07-31,35.0
2022-08-01,23.0
2022-08-02,22.0
2022-08-03,37.0
2022-08-04,28.0
2022-08-05,23.0
2022-08-06,27.0
2022-08-07,39.0
2022-08-08,44.0
2022-08-09,26.0
2022-08-10,28.0
2022-08-11,19.0
2022-08-12,23.0
2022-08-13,34.0
2022-08-14,46.0
2022-08-15,25.0
2022-08-16,22.0
2022-08-17,23.0
2022-08-18,26.0
2022-08-19,28.0
2022-08-20,28.0
2022-08-21,25.0
2022-08-22,21.0
2022-08-23,24.0
2022-08-24,29.0
2022-08-25,29.0
2022-08-26,21.0
2022-08-27,29.0
2022-08-28,34.0
2022-08-29,54.0
2022-08-30,67.5
2022-08-31,33.0
2022-09-01,22.0
2022-09-02,20.0
2022-09-03,22.5
2022-09-04,33.5
2022-09-05,33.5
2022-09-06,22.0
2022-09-07,23.5
2022-09-08,22.0
2022-09-09,32.5
2022-09-10,32.0
2022-09-11,59.0
2022-09-12,25.0
2022-09-13,13.5
2022-09-14,14.0
2022-09-15,21.0
2022-09-16,21.0
2022-09-17,25.5
2022-09-18,23.0
2022-09-19,20.0
2022-09-20,20.5
2022-09-21,21.0
2022-09-22,21.0
2022-09-23,24.0
2022-09-24,25.5
2022-09-25,21.0
2022-09-26,21.0
2022-09-27,13.5
2022-09-28,22.0
2022-09-29,11.0
2022-09-30,11.0
2022-10-01,22.0
2022-10-02,22.0
2022-10-03,22.0
2022-10-04,11.0
2022-10-05,22.0
2022-10-06,11.0
2022-10-07,11.0
2022-10-08,22.0
2022-10-09,33.0
2022-10-10,22.0
2022-10-11,11.0
2022-10-12,11.0
2022-10-13,11.0
2022-10-14,11.0
2022-10-15,22.0
2022-10-16,22.0
2022-10-17,22.0
2022-10-18,22.0
2022-10-19,22.0
2022-10-20,22.0
2022-10-21,22.0
2022-10-22,33.0
2022-10-23,33.0
2022-10-24,22.0
2022-10-25,11.0
2022-10-26,11.0
2022-10-27,22.0
2022-10-28,11.0
2022-10-29,22.0
2022-10-30,22.0
2022-10-31,11.0
2022-11-01,11.0
2022-11-02,22.0
2022-11-03,22.0
2022-11-04,22.0
2022-11-05,44.0
2022-11-06,55.0
2022-11-07,33.0
2022-11-08,33.0
2022-11-09,33.0
2022-11-10,33.0
2022-11-11,33.0
2022-11-12,44.0
2022-11-13,44.0
2022-11-14,22.0
2022-11-15,33.0
2022-11-16,22.0
2022-11-17,22.0
2022-11-18,22.0
2022-11-19,33.0
2022-11-20,33.0
2022-11-21,33.0
2022-11-22,22.0
2022-11-23,44.0
2022-11-24,33.0
2022-11-25,55.0
2022-11-26,66.0
2022-11-27,66.0
2022-11-28,44.0
2022-11-29,66.0
2022-11-30,220.0
2022-12-01,132.0
2022-12-02,55.0
2022-12-03,66.0
2022-12-04,88.0
2022-12-05,44.0
2022-12-06,33.0
2022-12-07,33.0
2022-12-08,44.0
2022-12-09,44.0
2022-12-10,55.0
2022-12-11,66.0
2022-12-12,44.0
2022-12-13,33.0
2022-12-14,33.0
2022-12-15,33.0
2022-12-16,33.0
2022-12-17,55.0
2022-12-18,55.0
2022-12-19,33.0
2022-12-20,33.0
2022-12-21,44.0
2022-12-22,44.0
2022-12-23,66.0
2022-12-24,110.0
2022-12-25,154.0
2022-12-26,121.0
2022-12-27,110.0
2022-12-28,88.0
2022-12-29,66.0
2022-12-30,66.0
2022-12-31,88.0
2023-01-01,77.0
2023-01-02,99.0
2023-01-03,121.0
2023-01-04,66.0
2023-01-05,44.0
2023-01-06,44.0
2023-01-07,66.0
2023-01-08,55.0
2023-01-09,44.0
2023-01-10,33.0
2023-01-11,44.0
2023-01-12,33.0
2023-01-13,33.0
2023-01-14,44.0
2023-01-15,33.0
2023-01-16,44.0
2023-01-17,33.0
2023-01-18,33.0
2023-01-19,33.0
2023-01-20,33.0
2023-01-21,44.0
2023-01-22,44.0
2023-01-23,22.0
2023-01-24,22.0
2023-01-25,22.0
2023-01-26,22.0
2023-01-27,33.0
2023-01-28,44.0
2023-01-29,33.0
2023-01-30,22.0
2023-01-31,22.0
2023-02-01,22.0
2023-02-02,22.0
2023-02-03,22.0
2023-02-04,33.0
2023-02-05,44.0
2023-02-06,33.0
2023-02-07,22.0
2023-02-08,22.0
2023-02-09,22.0
2023-02-10,22.0
2023-02-11,33.0
2023-02-12,44.0
2023-02-13,22.0
2023-02-14,22.0
2023-02-15,33.0
2023-02-16,33.0
2023-02-17,33.0
2023-02-18,33.0
2023-02-19,44.0
2023-02-20,33.0
2023-02-21,33.0
2023-02-22,33.0
2023-02-23,22.0
2023-02-24,33.0
2023-02-25,44.0
2023-02-26,33.0
2023-02-27,22.0
2023-02-28,22.0
2023-03-01,22.0
2023-03-02,22.0
2023-03-03,33.0
2023-03-04,44.0
2023-03-05,44.0
2023-03-06,22.0
2023-03-07,22.0
2023-03-08,22.0
2023-03-09,22.0
2023-03-10,22.0
2023-03-11,33.0
2023-03-12,253.0
2023-03-13,1100.0
2023-03-14,528.0
2023-03-15,264.0
2023-03-16,319.0
2023-03-17,264.0
2023-03-18,572.0
2023-03-19,341.0
2023-03-20,77.0
2023-03-21,66.0
2023-03-22,44.0
2023-03-23,44.0
2023-03-24,44.0
2023-03-25,55.0
2023-03-26,55.0
2023-03-27,44.0
2023-03-28,110.0
2023-03-29,66.0
2023-03-30,77.0
2023-03-31,66.0
2023-04-01,88.0
2023-04-02,77.0
2023-04-03,44.0
2023-04-04,44.0
2023-04-05,44.0
2023-04-06,33.0
2023-04-07,55.0
2023-04-08,55.0
2023-04-09,55.0
2023-04-10,44.0
2023-04-11,33.0
2023-04-12,33.0
2023-04-13,66.0
2023-04-14,33.0
2023-04-15,33.0
2023-04-16,44.0
2023-04-17,22.0
2023-04-18,22.0
2023-04-19,22.0
2023-04-20,22.0
2023-04-21,22.0
2023-04-22,33.0
2023-04-23,33.0
2023-04-24,22.0
2023-04-25,33.0
2023-04-26,63.64285714285714
2023-04-27,43.214285714285715
2023-04-28,33.0
2023-04-29,35.35714285714286
2023-04-30,40.85714285714286
2023-05-01,23.964285714285715
2023-05-02,30.642857142857142
2023-05-03,22.785714285714285
2023-05-04,22.785714285714285
2023-05-05,22.785714285714285
2023-05-06,35.35714285714286
2023-05-07,33.0
2023-05-08,30.642857142857142
2023-05-09,21.607142857142858
2023-05-10,21.607142857142858
2023-05-11,20.42857142857143
2023-05-12,13.75
2023-05-13,30.642857142857142
2023-05-14,33.0
2023-05-15,21.607142857142858
2023-05-16,20.42857142857143
2023-05-17,22.785714285714285
2023-05-18,21.607142857142858
2023-05-19,23.964285714285715
2023-05-20,34.17857142857143
2023-05-21,44.39285714285714
2023-05-22,22.785714285714285
2023-05-23,30.642857142857142
2023-05-24,33.0
2023-05-25,21.607142857142858
2023-05-26,30.642857142857142
2023-05-27,33.0
2023-05-28,54.214285714285715
2023-05-29,33.0
2023-05-30,30.642857142857142
2023-05-31,18.857142857142858
2023-06-01,21.214285714285715
2023-06-02,18.857142857142858
2023-06-03,33.0
2023-06-04,30.642857142857142
2023-06-05,25.92857142857143
2023-06-06,18.857142857142858
2023-06-07,18.857142857142858
2023-06-08,21.214285714285715
2023-06-09,21.214285714285715
2023-06-10,28.285714285714285
2023-06-11,37.714285714285715
2023-06-12,21.214285714285715
2023-06-13,23.571428571428573
2023-06-14,18.857142857142858
2023-06-15,25.92857142857143
2023-06-16,21.214285714285715
2023-06-17,28.285714285714285
2023-06-18,25.92857142857143
2023-06-19,25.92857142857143
2023-06-20,18.857142857142858
2023-06-21,16.5
2023-06-22,16.5
2023-06-23,21.214285714285715
2023-06-24,28.285714285714285
2023-06-25,30.642857142857142
2023-06-26,18.857142857142858
2023-06-27,21.214285714285715
2023-06-28,23.571428571428573
2023-06-29,21.214285714285715
2023-06-30,30.642857142857142
2023-07-01,25.92857142857143
2023-07-02,25.92857142857143
2023-07-03,25.92857142857143
2023-07-04,25.92857142857143
2023-07-05,21.214285714285715
2023-07-06,21.214285714285715
2023-07-07,25.92857142857143
2023-07-08,30.642857142857142
2023-07-09,33.0
2023-07-10,21.214285714285715
2023-07-11,153.21428571428572
2023-07-12,235.71428571428572
2023-07-13,136.71428571428572
2023-07-14,94.28571428571429
2023-07-15,91.92857142857143
2023-07-16,73.07142857142857
2023-07-17,49.5
2023-07-18,44.785714285714285
2023-07-19,37.714285714285715
2023-07-20,35.35714285714286
2023-07-21,42.42857142857143
2023-07-22,42.42857142857143
2023-07-23,51.85714285714286
2023-07-24,35.35714285714286
2023-07-25,37.714285714285715
2023-07-26,33.0
2023-07-27,49.5
2023-07-28,47.142857142857146
2023-07-29,51.85714285714286
2023-07-30,51.85714285714286
2023-07-31,68.35714285714286
2023-08-01,47.142857142857146
2023-08-02,47.142857142857146
2023-08-03,35.35714285714286
2023-08-04,33.0
2023-08-05,56.57142857142857
2023-08-06,51.85714285714286
2023-08-07,40.07142857142857
2023-08-08,40.07142857142857
2023-08-09,25.92857142857143
2023-08-10,30.642857142857142
2023-08-11,28.285714285714285
2023-08-12,30.642857142857142
2023-08-13,33.0
2023-08-14,25.92857142857143
2023-08-15,40.07142857142857
2023-08-16,28.285714285714285
2023-08-17,25.92857142857143
2023-08-18,21.214285714285715
2023-08-19,37.714285714285715
2023-08-20,33.0
2023-08-21,25.92857142857143
2023-08-22,23.571428571428573
2023-08-23,18.857142857142858
2023-08-24,23.571428571428573
2023-08-25,28.285714285714285
2023-08-26,30.642857142857142
2023-08-27,42.42857142857143
2023-08-28,21.214285714285715
2023-08-29,16.5
2023-08-30,18.857142857142858
2023-08-31,23.571428571428573
2023-09-01,30.642857142857142
2023-09-02,33.0
2023-09-03,40.07142857142857
2023-09-04,40.07142857142857
2023-09-05,23.571428571428573
2023-09-06,18.857142857142858
2023-09-07,25.92857142857143
2023-09-08,18.857142857142858
2023-09-09,33.0
2023-09-10,28.285714285714285
2023-09-11,28.285714285714285
2023-09-12,21.214285714285715
2023-09-13,23.571428571428573
2023-09-14,16.5
2023-09-15,25.92857142857143
2023-09-16,28.285714285714285
2023-09-17,28.285714285714285
2023-09-18,21.214285714285715
2023-09-19,16.5
2023-09-20,18.857142857142858
2023-09-21,23.571428571428573
2023-09-22,21.214285714285715
2023-09-23,28.285714285714285
2023-09-24,30.642857142857142
2023-09-25,18.857142857142858
2023-09-26,25.92857142857143
2023-09-27,21.214285714285715
2023-09-28,21.214285714285715
2023-09-29,16.5
2023-09-30,18.857142857142858
2023-10-01,25.92857142857143
2023-10-02,18.857142857142858
2023-10-03,18.857142857142858
2023-10-04,16.5
2023-10-05,21.214285714285715
2023-10-06,23.571428571428573
2023-10-07,25.92857142857143
2023-10-08,30.642857142857142
2023-10-09,21.214285714285715
2023-10-10,21.214285714285715
2023-10-11,23.571428571428573
2023-10-12,37.714285714285715
2023-10-13,75.42857142857143
2023-10-14,70.71428571428572
2023-10-15,51.85714285714286
2023-10-16,25.92857142857143
2023-10-17,18.857142857142858
2023-10-18,21.214285714285715
2023-10-19,21.214285714285715
2023-10-20,21.214285714285715
2023-10-21,35.35714285714286
2023-10-22,30.642857142857142
2023-10-23,21.214285714285715
2023-10-24,21.214285714285715
2023-10-25,16.5
2023-10-26,18.857142857142858
2023-10-27,23.571428571428573
2023-10-28,25.92857142857143
2023-10-29,30.642857142857142
2023-10-30,16.5
2023-10-31,18.857142857142858
2023-11-01,21.214285714285715
2023-11-02,18.857142857142858
2023-11-03,18.857142857142858
2023-11-04,30.642857142857142
2023-11-05,30.642857142857142
2023-11-06,21.214285714285715
2023-11-07,16.5
2023-11-08,23.571428571428573
2023-11-09,16.5
2023-11-10,21.214285714285715
2023-11-11,30.642857142857142
2023-11-12,42.42857142857143
2023-11-13,28.285714285714285
2023-11-14,21.214285714285715
2023-11-15,18.857142857142858
2023-11-16,25.92857142857143
2023-11-17,30.642857142857142
2023-11-18,40.07142857142857
2023-11-19,58.92857142857143
2023-11-20,33.0
2023-11-21,33.0
2023-11-22,49.5
2023-11-23,80.14285714285714
2023-11-24,61.285714285714285
2023-11-25,63.642857142857146
2023-11-26,70.71428571428572
2023-11-27,33.0
2023-11-28,33.0
2023-11-29,40.07142857142857
2023-11-30,33.0
2023-12-01,49.5
2023-12-02,73.07142857142857
2023-12-03,80.14285714285714
2023-12-04,84.85714285714286
2023-12-05,80.14285714285714
2023-12-06,146.14285714285714
2023-12-07,94.28571428571429
2023-12-08,96.64285714285714
2023-12-09,103.71428571428572
2023-12-10,124.92857142857143
2023-12-11,106.07142857142857
2023-12-12,101.35714285714286
2023-12-13,129.64285714285714
2023-12-14,117.85714285714286
2023-12-15,117.85714285714286
2023-12-16,186.21428571428572
2023-12-17,165.0
2023-12-18,127.28571428571429
2023-12-19,96.64285714285714
2023-12-20,84.85714285714286
2023-12-21,96.64285714285714
2023-12-22,119.6904761904762
2023-12-23,137.10714285714286
2023-12-24,148.5
2023-12-25,183.5952380952381
2023-12-26,150.5952380952381
2023-12-27,129.90476190476193
2023-12-28,124.79761904761905
2023-12-29,92.71428571428572
2023-12-30,110.39285714285715
2023-12-31,110.39285714285715
2024-01-01,96.9047619047619
2024-01-02,75.29761904761905
2024-01-03,68.0952380952381
2024-01-04,47.40476190476191
2024-01-05,49.5
2024-01-06,71.10714285714286
2024-01-07,70.1904761904762
2024-01-08,51.5952380952381
2024-01-09,37.19047619047619
2024-01-10,38.10714285714286
2024-01-11,36.011904761904766
2024-01-12,33.0
2024-01-13,56.70238095238095
2024-01-14,58.79761904761905
2024-01-15,47.40476190476191
2024-01-16,35.0952380952381
2024-01-17,28.80952380952381
2024-01-18,33.0
2024-01-19,30.904761904761905
2024-01-20,56.70238095238095
2024-01-21,55.00000000000001
2024-01-22,36.66666666666667
2024-01-23,31.166666666666668
2024-01-24,27.500000000000004
2024-01-25,22.0
2024-01-26,33.0
2024-01-27,47.66666666666667
2024-01-28,55.00000000000001
2024-01-29,36.66666666666667
2024-01-30,33.0
2024-01-31,31.166666666666668
2024-02-01,40.333333333333336
2024-02-02,42.16666666666667
2024-02-03,58.66666666666667
2024-02-04,67.83333333333334
2024-02-05,34.833333333333336
2024-02-06,31.166666666666668
2024-02-07,33.0
2024-02-08,27.500000000000004
2024-02-09,29.333333333333336
2024-02-10,45.833333333333336
2024-02-11,58.66666666666667
2024-02-12,29.333333333333336
2024-02-13,20.166666666666668
2024-02-14,36.66666666666667
2024-02-15,36.66666666666667
2024-02-16,25.666666666666668
2024-02-17,44.0
2024-02-18,60.50000000000001
2024-02-19,55.00000000000001
2024-02-20,36.66666666666667
2024-02-21,33.0
2024-02-22,29.333333333333336
2024-02-23,34.833333333333336
2024-02-24,34.833333333333336
2024-02-25,40.333333333333336
2024-02-26,23.833333333333336
2024-02-27,20.166666666666668
2024-02-28,77.0
2024-02-29,137.5
2024-03-01,117.33333333333334
2024-03-02,69.66666666666667
2024-03-03,69.66666666666667
2024-03-04,51.333333333333336
2024-03-05,31.166666666666668
2024-03-06,31.166666666666668
2024-03-07,29.333333333333336
2024-03-08,34.833333333333336
2024-03-09,80.66666666666667
2024-03-10,104.50000000000001
2024-03-11,60.50000000000001
2024-03-12,44.0
2024-03-13,42.16666666666667
2024-03-14,42.16666666666667
2024-03-15,44.0
2024-03-16,53.16666666666667
2024-03-17,67.83333333333334
2024-03-18,38.5
2024-03-19,33.0
2024-03-20,34.833333333333336
2024-03-21,31.166666666666668
2024-03-22,23.833333333333336
2024-03-23,47.66666666666667
2024-03-24,40.333333333333336
2024-03-25,40.333333333333336
2024-03-26,38.5
2024-03-27,23.833333333333336
2024-03-28,36.66666666666667
2024-03-29,55.00000000000001
2024-03-30,49.50000000000001
2024-03-31,60.50000000000001
2024-04-01,36.66666666666667
2024-04-02,23.833333333333336
2024-04-03,34.833333333333336
2024-04-04,31.166666666666668
2024-04-05,38.5
2024-04-06,51.333333333333336
2024-04-07,55.00000000000001
2024-04-08,27.500000000000004
2024-04-09,25.666666666666668
2024-04-10,25.666666666666668
2024-04-11,23.833333333333336
2024-04-12,22.0
2024-04-13,27.500000000000004
2024-04-14,42.16666666666667
2024-04-15,29.333333333333336
2024-04-16,20.166666666666668
2024-04-17,34.833333333333336
2024-04-18,34.833333333333336
2024-04-19,23.833333333333336
2024-04-20,31.166666666666668
2024-04-21,38.5
2024-04-22,25.666666666666668
2024-04-23,27.500000000000004
2024-04-24,20.166666666666668
2024-04-25,20.166666666666668
2024-04-26,29.333333333333336
2024-04-27,36.66666666666667
2024-04-28,29.333333333333336
2024-04-29,27.500000000000004
2024-04-30,18.333333333333336
2024-05-01,20.166666666666668
2024-05-02,14.666666666666668
2024-05-03,27.500000000000004
2024-05-04,71.5
2024-05-05,80.66666666666667
2024-05-06,56.833333333333336
2024-05-07,40.333333333333336
2024-05-08,38.5
2024-05-09,47.66666666666667
2024-05-10,34.833333333333336
2024-05-11,49.50000000000001
2024-05-12,45.833333333333336
2024-05-13,31.166666666666668
2024-05-14,16.5
2024-05-15,33.0
2024-05-16,22.0
2024-05-17,23.833333333333336
2024-05-18,38.5
2024-05-19,42.16666666666667
2024-05-20,23.833333333333336
2024-05-21,20.166666666666668
2024-05-22,22.0
2024-05-23,23.833333333333336
2024-05-24,27.500000000000004
2024-05-25,36.66666666666667
2024-05-26,34.833333333333336
2024-05-27,34.833333333333336
2024-05-28,22.0
2024-05-29,23.833333333333336
2024-05-30,23.833333333333336
2024-05-31,18.333333333333336
2024-06-01,33.0
2024-06-02,38.5
2024-06-03,22.0
2024-06-04,16.5
2024-06-05,23.833333333333336
2024-06-06,25.666666666666668
2024-06-07,16.5
2024-06-08,27.500000000000004
2024-06-09,36.66666666666667
2024-06-10,22.0
2024-06-11,16.5
2024-06-12,18.333333333333336
2024-06-13,18.333333333333336
2024-06-14,20.166666666666668
2024-06-15,25.666666666666668
2024-06-16,34.833333333333336
2024-06-17,20.166666666666668
2024-06-18,22.0
2024-06-19,20.166666666666668
2024-06-20,18.333333333333336
2024-06-21,29.333333333333336
2024-06-22,31.166666666666668
2024-06-23,133.83333333333334
2024-06-24,69.66666666666667
2024-06-25,100.83333333333334
2024-06-26,78.83333333333334
2024-06-27,45.833333333333336
2024-06-28,38.5
2024-06-29,42.16666666666667
2024-06-30,55.00000000000001
2024-07-01,27.500000000000004
2024-07-02,29.333333333333336
2024-07-03,38.5
2024-07-04,42.16666666666667
2024-07-05,40.333333333333336
2024-07-06,40.333333333333336
2024-07-07,40.333333333333336
2024-07-08,31.166666666666668
2024-07-09,34.833333333333336
2024-07-10,29.333333333333336
2024-07-11,23.833333333333336
2024-07-12,40.333333333333336
2024-07-13,42.16666666666667
2024-07-14,29.333333333333336
2024-07-15,23.833333333333336
2024-07-16,25.666666666666668
2024-07-17,22.0
2024-07-18,27.500000000000004
2024-07-19,31.166666666666668
2024-07-20,36.66666666666667
2024-07-21,34.833333333333336
2024-07-22,29.333333333333336
2024-07-23,25.666666666666668
2024-07-24,27.500000000000004
2024-07-25,34.833333333333336
2024-07-26,33.0
2024-07-27,33.0
2024-07-28,40.333333333333336
2024-07-29,31.166666666666668
2024-07-30,27.500000000000004
2024-07-31,25.666666666666668
2024-08-01,25.666666666666668
2024-08-02,25.666666666666668
2024-08-03,36.66666666666667
2024-08-04,36.66666666666667
2024-08-05,25.666666666666668
2024-08-06,23.833333333333336
2024-08-07,25.666666666666668
2024-08-08,27.500000000000004
2024-08-09,23.833333333333336
2024-08-10,31.166666666666668
2024-08-11,36.66666666666667
2024-08-12,23.833333333333336
2024-08-13,27.500000000000004
2024-08-14,23.833333333333336
2024-08-15,22.0
2024-08-16,23.833333333333336
2024-08-17,31.166666666666668
2024-08-18,44.25462962962963
2024-08-19,31.064814814814817
2024-08-20,29.180555555555557
2024-08-21,21.64351851851852
2024-08-22,20.726851851851855
2024-08-23,22.611111111111114
2024-08-24,40.486111111111114
2024-08-25,36.717592592592595
2024-08-26,23.527777777777782
2024-08-27,23.527777777777782
2024-08-28,20.726851851851855
2024-08-29,21.64351851851852
2024-08-30,19.75925925925926
2024-08-31,32.949074074074076
2024-09-01,38.601851851851855
2024-09-02,39.51851851851852
2024-09-03,20.726851851851855
2024-09-04,18.842592592592595
2024-09-05,29.180555555555557
2024-09-06,24.495370370370374
2024-09-07,31.064814814814817
2024-09-08,34.83333333333334
2024-09-09,32.949074074074076
2024-09-10,25.412037037037038
2024-09-11,26.379629629629633
2024-09-12,28.263888888888893
2024-09-13,34.83333333333334
2024-09-14,71.55092592592592
2024-09-15,44.25462962962963
2024-09-16,26.379629629629633
2024-09-17,25.157407407407412
2024-09-18,25.157407407407412
2024-09-19,29.027777777777782
2024-09-20,27.0925925925926
2024-09-21,44.50925925925927
2024-09-22,42.57407407407408
2024-09-23,29.027777777777782
2024-09-24,21.28703703703704
2024-09-25,25.157407407407412
2024-09-26,17.41666666666667
2024-09-27,23.22222222222223
2024-09-28,36.768518518518526
2024-09-29,42.57407407407408
2024-09-30,27.0925925925926
2024-10-01,25.157407407407412
2024-10-02,19.351851851851855
2024-10-03,21.28703703703704
2024-10-04,30.96296296296297
2024-10-05,48.37962962962964
2024-10-06,52.25000000000001
2024-10-07,36.768518518518526
2024-10-08,34.83333333333334
2024-10-09,42.57407407407408
2024-10-10,44.50925925925927
2024-10-11,54.1851851851852
2024-10-12,69.66666666666669
2024-10-13,59.990740740740755
2024-10-14,36.768518518518526
2024-10-15,40.6388888888889
2024-10-16,42.57407407407408
2024-10-17,56.12037037037038
2024-10-18,52.25000000000001
2024-10-19,73.53703703703705
2024-10-20,67.7314814814815
2024-10-21,48.37962962962964
2024-10-22,36.768518518518526
2024-10-23,36.768518518518526
2024-10-24,38.70370370370371
2024-10-25,40.6388888888889
2024-10-26,46.44444444444446
2024-10-27,56.12037037037038
2024-10-28,44.50925925925927
2024-10-29,40.6388888888889
2024-10-30,90.95370370370372
2024-10-31,87.08333333333336
2024-11-01,75.47222222222224
2024-11-02,94.82407407407409
2024-11-03,67.7314814814815
2024-11-04,56.12037037037038
2024-11-05,58.055555555555564
2024-11-06,36.768518518518526
2024-11-07,63.86111111111112
2024-11-08,116.11111111111113
2024-11-09,139.33333333333337
2024-11-10,149.0092592592593
2024-11-11,147.0740740740741
2024-11-12,77.40740740740742
2024-11-13,119.98148148148151
2024-11-14,145.1388888888889
2024-11-15,145.1388888888889
2024-11-16,147.0740740740741
2024-11-17,193.51851851851856
2024-11-18,158.68518518518522
2024-11-19,118.04629629629632
2024-11-20,112.24074074074076
2024-11-21,90.95370370370372
2024-11-22,85.14814814814817
2024-11-23,100.62962962962965
2024-11-24,100.62962962962965
2024-11-25,87.08333333333336
2024-11-26,94.82407407407409
2024-11-27,83.21296296296298
2024-11-28,85.14814814814817
2024-11-29,98.69444444444446
2024-11-30,81.2777777777778
2024-12-01,79.34259259259261
2024-12-02,50.314814814814824
2024-12-03,56.12037037037038
2024-12-04,48.37962962962964
2024-12-05,54.1851851851852
2024-12-06,61.92592592592594
2024-12-07,61.92592592592594
2024-12-08,61.92592592592594
2024-12-09,50.314814814814824
2024-12-10,52.25000000000001
2024-12-11,58.055555555555564
2024-12-12,67.7314814814815
2024-12-13,65.7962962962963
2024-12-14,92.88888888888891
2024-12-15,94.82407407407409
