Time,giants
2022-04-01,6.0
2022-04-02,7.0
2022-04-03,7.0
2022-04-04,7.0
2022-04-05,7.0
2022-04-06,7.0
2022-04-07,8.0
2022-04-08,15.0
2022-04-09,19.0
2022-04-10,15.0
2022-04-11,9.0
2022-04-12,13.0
2022-04-13,18.0
2022-04-14,10.0
2022-04-15,9.0
2022-04-16,14.0
2022-04-17,16.0
2022-04-18,9.0
2022-04-19,14.0
2022-04-20,12.0
2022-04-21,12.0
2022-04-22,8.0
2022-04-23,14.0
2022-04-24,13.0
2022-04-25,10.0
2022-04-26,12.0
2022-04-27,15.0
2022-04-28,17.0
2022-04-29,23.0
2022-04-30,36.0
2022-05-01,19.0
2022-05-02,10.0
2022-05-03,9.0
2022-05-04,14.0
2022-05-05,13.0
2022-05-06,12.0
2022-05-07,16.0
2022-05-08,19.0
2022-05-09,9.0
2022-05-10,12.0
2022-05-11,13.0
2022-05-12,10.0
2022-05-13,12.0
2022-05-14,16.0
2022-05-15,12.0
2022-05-16,11.0
2022-05-17,11.0
2022-05-18,13.0
2022-05-19,7.0
2022-05-20,7.0
2022-05-21,17.0
2022-05-22,11.0
2022-05-23,8.0
2022-05-24,10.0
2022-05-25,15.0
2022-05-26,8.0
2022-05-27,8.0
2022-05-28,15.0
2022-05-29,12.0
2022-05-30,10.0
2022-05-31,8.0
2022-06-01,11.0
2022-06-02,8.0
2022-06-03,8.0
2022-06-04,11.0
2022-06-05,9.0
2022-06-06,7.0
2022-06-07,7.0
2022-06-08,11.0
2022-06-09,13.0
2022-06-10,8.0
2022-06-11,16.0
2022-06-12,23.0
2022-06-13,10.0
2022-06-14,10.0
2022-06-15,14.0
2022-06-16,7.0
2022-06-17,7.0
2022-06-18,12.0
2022-06-19,12.0
2022-06-20,7.0
2022-06-21,9.0
2022-06-22,11.0
2022-06-23,13.0
2022-06-24,7.0
2022-06-25,12.0
2022-06-26,15.0
2022-06-27,7.0
2022-06-28,7.0
2022-06-29,13.0
2022-06-30,7.0
2022-07-01,7.0
2022-07-02,14.0
2022-07-03,10.0
2022-07-04,10.0
2022-07-05,8.0
2022-07-06,8.0
2022-07-07,9.0
2022-07-08,10.0
2022-07-09,10.0
2022-07-10,13.0
2022-07-11,8.0
2022-07-12,9.0
2022-07-13,12.0
2022-07-14,8.0
2022-07-15,10.0
2022-07-16,16.0
2022-07-17,16.0
2022-07-18,7.0
2022-07-19,7.0
2022-07-20,7.0
2022-07-21,8.0
2022-07-22,14.0
2022-07-23,14.0
2022-07-24,16.0
2022-07-25,8.0
2022-07-26,9.0
2022-07-27,12.0
2022-07-28,9.0
2022-07-29,13.0
2022-07-30,17.0
2022-07-31,16.0
2022-08-01,13.0
2022-08-02,17.0
2022-08-03,15.0
2022-08-04,17.0
2022-08-05,10.0
2022-08-06,10.0
2022-08-07,14.0
2022-08-08,8.0
2022-08-09,12.0
2022-08-10,14.0
2022-08-11,16.0
2022-08-12,21.0
2022-08-13,14.0
2022-08-14,17.0
2022-08-15,9.0
2022-08-16,12.0
2022-08-17,11.0
2022-08-18,13.0
2022-08-19,8.0
2022-08-20,11.0
2022-08-21,19.0
2022-08-22,17.0
2022-08-23,8.0
2022-08-24,11.0
2022-08-25,8.0
2022-08-26,7.0
2022-08-27,12.0
2022-08-28,27.0
2022-08-29,10.416666666666666
2022-08-30,13.0
2022-08-31,13.5
2022-09-01,8.833333333333332
2022-09-02,8.333333333333332
2022-09-03,15.583333333333332
2022-09-04,14.583333333333332
2022-09-05,10.916666666666666
2022-09-06,13.0
2022-09-07,15.083333333333332
2022-09-08,10.916666666666666
2022-09-09,11.416666666666666
2022-09-10,10.916666666666666
2022-09-11,54.08333333333333
2022-09-12,32.25
2022-09-13,15.083333333333332
2022-09-14,15.083333333333332
2022-09-15,10.416666666666666
2022-09-16,10.416666666666666
2022-09-17,17.666666666666664
2022-09-18,60.33333333333333
2022-09-19,23.416666666666664
2022-09-20,15.083333333333332
2022-09-21,13.0
2022-09-22,13.0
2022-09-23,10.416666666666666
2022-09-24,13.0
2022-09-25,23.916666666666664
2022-09-26,34.83333333333333
2022-09-27,99.83333333333333
2022-09-28,15.166666666666666
2022-09-29,13.0
2022-09-30,10.833333333333332
2022-10-01,15.166666666666666
2022-10-02,54.166666666666664
2022-10-03,17.333333333333332
2022-10-04,13.0
2022-10-05,13.0
2022-10-06,10.833333333333332
2022-10-07,8.666666666666666
2022-10-08,10.833333333333332
2022-10-09,97.5
2022-10-10,19.5
2022-10-11,10.833333333333332
2022-10-12,8.666666666666666
2022-10-13,8.666666666666666
2022-10-14,8.666666666666666
2022-10-15,8.666666666666666
2022-10-16,69.33333333333333
2022-10-17,23.833333333333332
2022-10-18,10.833333333333332
2022-10-19,8.666666666666666
2022-10-20,8.666666666666666
2022-10-21,8.666666666666666
2022-10-22,8.666666666666666
2022-10-23,71.5
2022-10-24,19.5
2022-10-25,10.833333333333332
2022-10-26,8.666666666666666
2022-10-27,13.0
2022-10-28,10.833333333333332
2022-10-29,8.666666666666666
2022-10-30,67.16666666666666
2022-10-31,21.666666666666664
2022-11-01,10.833333333333332
2022-11-02,6.5
2022-11-03,6.5
2022-11-04,6.5
2022-11-05,8.666666666666666
2022-11-06,21.666666666666664
2022-11-07,10.833333333333332
2022-11-08,6.5
2022-11-09,6.5
2022-11-10,6.5
2022-11-11,6.5
2022-11-12,8.666666666666666
2022-11-13,47.666666666666664
2022-11-14,19.5
2022-11-15,10.833333333333332
2022-11-16,6.5
2022-11-17,8.666666666666666
2022-11-18,8.666666666666666
2022-11-19,8.666666666666666
2022-11-20,52.0
2022-11-21,15.166666666666666
2022-11-22,8.666666666666666
2022-11-23,8.666666666666666
2022-11-24,69.33333333333333
2022-11-25,52.0
2022-11-26,8.666666666666666
2022-11-27,10.833333333333332
2022-11-28,8.666666666666666
2022-11-29,6.5
2022-11-30,6.5
2022-12-01,6.5
2022-12-02,6.5
2022-12-03,8.666666666666666
2022-12-04,54.166666666666664
2022-12-05,15.166666666666666
2022-12-06,10.833333333333332
2022-12-07,10.833333333333332
2022-12-08,8.666666666666666
2022-12-09,8.666666666666666
2022-12-10,8.666666666666666
2022-12-11,47.666666666666664
2022-12-12,13.0
2022-12-13,6.5
2022-12-14,8.666666666666666
2022-12-15,6.5
2022-12-16,6.5
2022-12-17,8.666666666666666
2022-12-18,21.666666666666664
2022-12-19,71.5
2022-12-20,10.833333333333332
2022-12-21,13.0
2022-12-22,8.666666666666666
2022-12-23,10.833333333333332
2022-12-24,47.666666666666664
2022-12-25,19.5
2022-12-26,8.666666666666666
2022-12-27,8.666666666666666
2022-12-28,6.5
2022-12-29,6.5
2022-12-30,8.666666666666666
2022-12-31,8.666666666666666
2023-01-01,52.0
2023-01-02,19.5
2023-01-03,8.666666666666666
2023-01-04,6.5
2023-01-05,6.5
2023-01-06,8.666666666666666
2023-01-07,8.666666666666666
2023-01-08,45.5
2023-01-09,28.166666666666664
2023-01-10,10.833333333333332
2023-01-11,8.666666666666666
2023-01-12,8.666666666666666
2023-01-13,8.666666666666666
2023-01-14,15.166666666666666
2023-01-15,97.5
2023-01-16,108.33333333333333
2023-01-17,19.5
2023-01-18,13.0
2023-01-19,13.0
2023-01-20,15.166666666666666
2023-01-21,47.666666666666664
2023-01-22,216.66666666666666
2023-01-23,15.166666666666666
2023-01-24,6.5
2023-01-25,6.5
2023-01-26,6.5
2023-01-27,6.5
2023-01-28,6.5
2023-01-29,6.5
2023-01-30,6.5
2023-01-31,4.333333333333333
2023-02-01,4.333333333333333
2023-02-02,6.5
2023-02-03,6.5
2023-02-04,6.5
2023-02-05,6.5
2023-02-06,4.333333333333333
2023-02-07,4.333333333333333
2023-02-08,4.333333333333333
2023-02-09,4.333333333333333
2023-02-10,4.333333333333333
2023-02-11,4.333333333333333
2023-02-12,6.5
2023-02-13,6.5
2023-02-14,4.333333333333333
2023-02-15,4.333333333333333
2023-02-16,4.333333333333333
2023-02-17,6.5
2023-02-18,4.333333333333333
2023-02-19,4.333333333333333
2023-02-20,4.333333333333333
2023-02-21,4.333333333333333
2023-02-22,4.333333333333333
2023-02-23,4.333333333333333
2023-02-24,4.333333333333333
2023-02-25,6.5
2023-02-26,6.5
2023-02-27,6.5
2023-02-28,6.5
2023-03-01,4.333333333333333
2023-03-02,6.5
2023-03-03,6.5
2023-03-04,6.5
2023-03-05,6.5
2023-03-06,6.5
2023-03-07,10.833333333333332
2023-03-08,6.5
2023-03-09,8.666666666666666
2023-03-10,6.5
2023-03-11,6.5
2023-03-12,6.5
2023-03-13,6.5
2023-03-14,10.833333333333332
2023-03-15,8.666666666666666
2023-03-16,8.666666666666666
2023-03-17,6.5
2023-03-18,6.5
2023-03-19,6.5
2023-03-20,6.5
2023-03-21,6.5
2023-03-22,6.5
2023-03-23,6.5
2023-03-24,6.5
2023-03-25,6.5
2023-03-26,6.5
2023-03-27,6.5
2023-03-28,8.666666666666666
2023-03-29,6.5
2023-03-30,15.166666666666666
2023-03-31,8.666666666666666
2023-04-01,13.0
2023-04-02,13.0
2023-04-03,10.833333333333332
2023-04-04,8.666666666666666
2023-04-05,8.666666666666666
2023-04-06,8.666666666666666
2023-04-07,13.0
2023-04-08,13.0
2023-04-09,10.833333333333332
2023-04-10,8.666666666666666
2023-04-11,13.0
2023-04-12,13.0
2023-04-13,13.0
2023-04-14,8.666666666666666
2023-04-15,13.0
2023-04-16,13.0
2023-04-17,6.5
2023-04-18,6.5
2023-04-19,8.666666666666666
2023-04-20,6.5
2023-04-21,8.666666666666666
2023-04-22,13.0
2023-04-23,10.833333333333332
2023-04-24,10.833333333333332
2023-04-25,8.666666666666666
2023-04-26,11.375
2023-04-27,14.625
2023-04-28,17.333333333333332
2023-04-29,21.666666666666664
2023-04-30,18.958333333333332
2023-05-01,8.666666666666666
2023-05-02,8.666666666666666
2023-05-03,10.291666666666666
2023-05-04,7.041666666666666
2023-05-05,6.5
2023-05-06,10.833333333333332
2023-05-07,10.833333333333332
2023-05-08,6.5
2023-05-09,8.125
2023-05-10,10.833333333333332
2023-05-11,8.666666666666666
2023-05-12,14.625
2023-05-13,10.291666666666666
2023-05-14,10.833333333333332
2023-05-15,6.5
2023-05-16,8.666666666666666
2023-05-17,10.833333333333332
2023-05-18,7.041666666666666
2023-05-19,7.041666666666666
2023-05-20,12.458333333333332
2023-05-21,8.666666666666666
2023-05-22,6.5
2023-05-23,8.125
2023-05-24,8.666666666666666
2023-05-25,6.5
2023-05-26,8.666666666666666
2023-05-27,11.916666666666666
2023-05-28,9.75
2023-05-29,9.75
2023-05-30,7.583333333333333
2023-05-31,9.75
2023-06-01,6.5
2023-06-02,6.5
2023-06-03,10.833333333333332
2023-06-04,14.083333333333332
2023-06-05,6.5
2023-06-06,6.5
2023-06-07,7.583333333333333
2023-06-08,10.833333333333332
2023-06-09,6.5
2023-06-10,11.916666666666666
2023-06-11,13.0
2023-06-12,7.583333333333333
2023-06-13,8.666666666666666
2023-06-14,13.0
2023-06-15,7.583333333333333
2023-06-16,6.5
2023-06-17,15.166666666666666
2023-06-18,20.583333333333332
2023-06-19,9.75
2023-06-20,15.166666666666666
2023-06-21,14.083333333333332
2023-06-22,17.333333333333332
2023-06-23,8.666666666666666
2023-06-24,18.416666666666664
2023-06-25,16.25
2023-06-26,7.583333333333333
2023-06-27,7.583333333333333
2023-06-28,9.75
2023-06-29,8.666666666666666
2023-06-30,8.666666666666666
2023-07-01,14.083333333333332
2023-07-02,11.916666666666666
2023-07-03,11.916666666666666
2023-07-04,17.333333333333332
2023-07-05,8.666666666666666
2023-07-06,8.666666666666666
2023-07-07,7.583333333333333
2023-07-08,15.166666666666666
2023-07-09,10.833333333333332
2023-07-10,8.666666666666666
2023-07-11,6.5
2023-07-12,6.5
2023-07-13,7.583333333333333
2023-07-14,8.666666666666666
2023-07-15,13.0
2023-07-16,16.25
2023-07-17,11.916666666666666
2023-07-18,17.333333333333332
2023-07-19,15.166666666666666
2023-07-20,11.916666666666666
2023-07-21,8.666666666666666
2023-07-22,11.916666666666666
2023-07-23,14.083333333333332
2023-07-24,10.833333333333332
2023-07-25,10.833333333333332
2023-07-26,14.083333333333332
2023-07-27,14.083333333333332
2023-07-28,9.75
2023-07-29,15.166666666666666
2023-07-30,18.416666666666664
2023-07-31,10.833333333333332
2023-08-01,14.083333333333332
2023-08-02,13.0
2023-08-03,16.25
2023-08-04,9.75
2023-08-05,10.833333333333332
2023-08-06,17.333333333333332
2023-08-07,8.666666666666666
2023-08-08,13.0
2023-08-09,13.0
2023-08-10,11.916666666666666
2023-08-11,16.25
2023-08-12,24.916666666666664
2023-08-13,19.5
2023-08-14,9.75
2023-08-15,10.833333333333332
2023-08-16,14.083333333333332
2023-08-17,8.666666666666666
2023-08-18,14.083333333333332
2023-08-19,21.666666666666664
2023-08-20,17.333333333333332
2023-08-21,10.833333333333332
2023-08-22,13.0
2023-08-23,14.083333333333332
2023-08-24,11.916666666666666
2023-08-25,10.833333333333332
2023-08-26,27.083333333333332
2023-08-27,24.916666666666664
2023-08-28,13.0
2023-08-29,15.166666666666666
2023-08-30,17.333333333333332
2023-08-31,10.833333333333332
2023-09-01,11.916666666666666
2023-09-02,13.0
2023-09-03,16.25
2023-09-04,14.083333333333332
2023-09-05,10.833333333333332
2023-09-06,14.083333333333332
2023-09-07,10.833333333333332
2023-09-08,13.0
2023-09-09,17.333333333333332
2023-09-10,39.0
2023-09-11,108.33333333333333
2023-09-12,23.833333333333332
2023-09-13,16.25
2023-09-14,11.916666666666666
2023-09-15,11.916666666666666
2023-09-16,15.166666666666666
2023-09-17,70.41666666666666
2023-09-18,30.333333333333332
2023-09-19,14.083333333333332
2023-09-20,16.25
2023-09-21,31.416666666666664
2023-09-22,97.5
2023-09-23,17.333333333333332
2023-09-24,20.583333333333332
2023-09-25,14.083333333333332
2023-09-26,13.0
2023-09-27,11.916666666666666
2023-09-28,10.833333333333332
2023-09-29,9.75
2023-09-30,15.166666666666666
2023-10-01,23.833333333333332
2023-10-02,32.5
2023-10-03,85.58333333333333
2023-10-04,9.75
2023-10-05,7.583333333333333
2023-10-06,7.583333333333333
2023-10-07,7.583333333333333
2023-10-08,44.416666666666664
2023-10-09,14.083333333333332
2023-10-10,7.583333333333333
2023-10-11,6.5
2023-10-12,7.583333333333333
2023-10-13,7.583333333333333
2023-10-14,7.583333333333333
2023-10-15,22.75
2023-10-16,67.16666666666666
2023-10-17,8.666666666666666
2023-10-18,6.5
2023-10-19,6.5
2023-10-20,6.5
2023-10-21,6.5
2023-10-22,47.666666666666664
2023-10-23,13.0
2023-10-24,7.583333333333333
2023-10-25,7.583333333333333
2023-10-26,6.5
2023-10-27,6.5
2023-10-28,7.583333333333333
2023-10-29,55.24999999999999
2023-10-30,15.166666666666666
2023-10-31,8.666666666666666
2023-11-01,6.5
2023-11-02,6.5
2023-11-03,6.5
2023-11-04,6.5
2023-11-05,35.75
2023-11-06,22.75
2023-11-07,7.583333333333333
2023-11-08,6.5
2023-11-09,5.416666666666666
2023-11-10,6.5
2023-11-11,6.5
2023-11-12,41.166666666666664
2023-11-13,27.083333333333332
2023-11-14,6.5
2023-11-15,5.416666666666666
2023-11-16,5.416666666666666
2023-11-17,5.416666666666666
2023-11-18,6.5
2023-11-19,35.75
2023-11-20,11.916666666666666
2023-11-21,6.5
2023-11-22,6.5
2023-11-23,7.583333333333333
2023-11-24,8.666666666666666
2023-11-25,6.5
2023-11-26,41.166666666666664
2023-11-27,13.0
2023-11-28,6.5
2023-11-29,5.416666666666666
2023-11-30,5.416666666666666
2023-12-01,5.416666666666666
2023-12-02,5.416666666666666
2023-12-03,11.916666666666666
2023-12-04,7.583333333333333
2023-12-05,6.5
2023-12-06,6.5
2023-12-07,6.5
2023-12-08,6.5
2023-12-09,6.5
2023-12-10,14.083333333333332
2023-12-11,16.25
2023-12-12,70.41666666666666
2023-12-13,13.0
2023-12-14,7.583333333333333
2023-12-15,8.666666666666666
2023-12-16,8.666666666666666
2023-12-17,40.08333333333333
2023-12-18,11.916666666666666
2023-12-19,7.583333333333333
2023-12-20,7.583333333333333
2023-12-21,6.5
2023-12-22,7.402777777777778
2023-12-23,7.402777777777778
2023-12-24,10.833333333333332
2023-12-25,52.361111111111114
2023-12-26,40.263888888888886
2023-12-27,7.402777777777778
2023-12-28,6.5
2023-12-29,7.402777777777778
2023-12-30,6.5
2023-12-31,30.333333333333332
2024-01-01,9.569444444444445
2024-01-02,5.597222222222221
2024-01-03,5.597222222222221
2024-01-04,5.597222222222221
2024-01-05,6.5
2024-01-06,7.402777777777778
2024-01-07,38.09722222222222
2024-01-08,28.166666666666664
2024-01-09,7.763888888888889
2024-01-10,6.861111111111111
2024-01-11,6.5
2024-01-12,6.5
2024-01-13,7.402777777777778
2024-01-14,6.5
2024-01-15,6.861111111111111
2024-01-16,6.5
2024-01-17,5.597222222222221
2024-01-18,5.236111111111111
2024-01-19,5.236111111111111
2024-01-20,6.5
2024-01-21,7.222222222222222
2024-01-22,6.5
2024-01-23,5.055555555555555
2024-01-24,5.055555555555555
2024-01-25,5.055555555555555
2024-01-26,5.055555555555555
2024-01-27,5.055555555555555
2024-01-28,7.222222222222222
2024-01-29,6.5
2024-01-30,5.055555555555555
2024-01-31,5.055555555555555
2024-02-01,13.722222222222221
2024-02-02,6.5
2024-02-03,5.055555555555555
2024-02-04,5.777777777777778
2024-02-05,5.055555555555555
2024-02-06,5.055555555555555
2024-02-07,5.055555555555555
2024-02-08,5.055555555555555
2024-02-09,5.055555555555555
2024-02-10,5.055555555555555
2024-02-11,6.5
2024-02-12,6.5
2024-02-13,5.777777777777778
2024-02-14,5.777777777777778
2024-02-15,5.055555555555555
2024-02-16,5.055555555555555
2024-02-17,5.055555555555555
2024-02-18,5.777777777777778
2024-02-19,5.055555555555555
2024-02-20,5.055555555555555
2024-02-21,5.055555555555555
2024-02-22,5.055555555555555
2024-02-23,5.777777777777778
2024-02-24,7.222222222222222
2024-02-25,6.5
2024-02-26,6.5
2024-02-27,5.777777777777778
2024-02-28,5.777777777777778
2024-02-29,5.777777777777778
2024-03-01,5.777777777777778
2024-03-02,7.222222222222222
2024-03-03,7.222222222222222
2024-03-04,6.5
2024-03-05,6.5
2024-03-06,5.777777777777778
2024-03-07,5.777777777777778
2024-03-08,6.5
2024-03-09,7.222222222222222
2024-03-10,7.222222222222222
2024-03-11,13.722222222222221
2024-03-12,14.444444444444445
2024-03-13,9.38888888888889
2024-03-14,7.944444444444445
2024-03-15,7.222222222222222
2024-03-16,7.944444444444445
2024-03-17,7.222222222222222
2024-03-18,7.222222222222222
2024-03-19,7.944444444444445
2024-03-20,7.222222222222222
2024-03-21,6.5
2024-03-22,6.5
2024-03-23,7.222222222222222
2024-03-24,7.222222222222222
2024-03-25,6.5
2024-03-26,6.5
2024-03-27,7.222222222222222
2024-03-28,11.555555555555555
2024-03-29,9.38888888888889
2024-03-30,14.444444444444445
2024-03-31,15.166666666666666
2024-04-01,7.944444444444445
2024-04-02,13.722222222222221
2024-04-03,13.0
2024-04-04,11.555555555555555
2024-04-05,10.833333333333334
2024-04-06,9.38888888888889
2024-04-07,15.166666666666666
2024-04-08,7.222222222222222
2024-04-09,10.833333333333334
2024-04-10,11.555555555555555
2024-04-11,6.5
2024-04-12,7.222222222222222
2024-04-13,9.38888888888889
2024-04-14,9.38888888888889
2024-04-15,7.222222222222222
2024-04-16,8.666666666666666
2024-04-17,8.666666666666666
2024-04-18,7.944444444444445
2024-04-19,12.277777777777777
2024-04-20,17.333333333333332
2024-04-21,12.277777777777777
2024-04-22,7.222222222222222
2024-04-23,10.833333333333334
2024-04-24,13.0
2024-04-25,9.38888888888889
2024-04-26,17.333333333333332
2024-04-27,23.833333333333332
2024-04-28,18.055555555555554
2024-04-29,7.944444444444445
2024-04-30,7.944444444444445
2024-05-01,7.944444444444445
2024-05-02,8.666666666666666
2024-05-03,8.666666666666666
2024-05-04,10.833333333333334
2024-05-05,12.277777777777777
2024-05-06,12.277777777777777
2024-05-07,7.222222222222222
2024-05-08,7.944444444444445
2024-05-09,10.833333333333334
2024-05-10,7.222222222222222
2024-05-11,10.833333333333334
2024-05-12,13.722222222222221
2024-05-13,8.666666666666666
2024-05-14,13.0
2024-05-15,13.722222222222221
2024-05-16,17.333333333333332
2024-05-17,9.38888888888889
2024-05-18,14.444444444444445
2024-05-19,10.833333333333334
2024-05-20,7.222222222222222
2024-05-21,7.944444444444445
2024-05-22,8.666666666666666
2024-05-23,11.555555555555555
2024-05-24,7.944444444444445
2024-05-25,13.722222222222221
2024-05-26,10.833333333333334
2024-05-27,11.555555555555555
2024-05-28,7.944444444444445
2024-05-29,15.166666666666666
2024-05-30,7.944444444444445
2024-05-31,7.222222222222222
2024-06-01,13.722222222222221
2024-06-02,19.5
2024-06-03,7.944444444444445
2024-06-04,9.38888888888889
2024-06-05,13.0
2024-06-06,7.222222222222222
2024-06-07,6.5
2024-06-08,11.555555555555555
2024-06-09,11.555555555555555
2024-06-10,7.222222222222222
2024-06-11,10.833333333333334
2024-06-12,13.0
2024-06-13,7.944444444444445
2024-06-14,7.222222222222222
2024-06-15,14.444444444444445
2024-06-16,12.277777777777777
2024-06-17,7.222222222222222
2024-06-18,10.11111111111111
2024-06-19,14.444444444444445
2024-06-20,10.11111111111111
2024-06-21,11.555555555555555
2024-06-22,9.38888888888889
2024-06-23,9.38888888888889
2024-06-24,7.222222222222222
2024-06-25,10.11111111111111
2024-06-26,9.38888888888889
2024-06-27,13.722222222222221
2024-06-28,7.944444444444445
2024-06-29,16.61111111111111
2024-06-30,20.22222222222222
2024-07-01,7.944444444444445
2024-07-02,7.944444444444445
2024-07-03,11.555555555555555
2024-07-04,11.555555555555555
2024-07-05,10.833333333333334
2024-07-06,12.277777777777777
2024-07-07,10.833333333333334
2024-07-08,7.222222222222222
2024-07-09,7.944444444444445
2024-07-10,13.0
2024-07-11,13.722222222222221
2024-07-12,7.944444444444445
2024-07-13,13.0
2024-07-14,13.722222222222221
2024-07-15,7.222222222222222
2024-07-16,5.777777777777778
2024-07-17,7.222222222222222
2024-07-18,6.5
2024-07-19,7.222222222222222
2024-07-20,10.11111111111111
2024-07-21,10.833333333333334
2024-07-22,7.222222222222222
2024-07-23,10.833333333333334
2024-07-24,13.0
2024-07-25,18.77777777777778
2024-07-26,8.666666666666666
2024-07-27,13.722222222222221
2024-07-28,18.055555555555554
2024-07-29,8.666666666666666
2024-07-30,10.833333333333334
2024-07-31,12.277777777777777
2024-08-01,10.11111111111111
2024-08-02,7.944444444444445
2024-08-03,13.0
2024-08-04,15.166666666666666
2024-08-05,8.666666666666666
2024-08-06,10.833333333333334
2024-08-07,10.833333333333334
2024-08-08,21.666666666666668
2024-08-09,21.666666666666668
2024-08-10,16.61111111111111
2024-08-11,13.722222222222221
2024-08-12,8.666666666666666
2024-08-13,13.0
2024-08-14,13.0
2024-08-15,14.444444444444445
2024-08-16,8.666666666666666
2024-08-17,21.666666666666668
2024-08-18,17.012345679012345
2024-08-19,9.188271604938272
2024-08-20,11.555555555555555
2024-08-21,13.280864197530864
2024-08-22,7.824074074074074
2024-08-23,7.462962962962963
2024-08-24,19.74074074074074
2024-08-25,21.74691358024691
2024-08-26,8.82716049382716
2024-08-27,9.188271604938272
2024-08-28,11.555555555555555
2024-08-29,12.919753086419753
2024-08-30,9.188271604938272
2024-08-31,11.916666666666666
2024-09-01,14.28395061728395
2024-09-02,10.191358024691358
2024-09-03,7.824074074074074
2024-09-04,11.555555555555555
2024-09-05,15.287037037037036
2024-09-06,10.191358024691358
2024-09-07,16.651234567901234
2024-09-08,71.41975308641975
2024-09-09,22.108024691358025
2024-09-10,11.555555555555555
2024-09-11,10.191358024691358
2024-09-12,11.555555555555555
2024-09-13,11.194444444444445
2024-09-14,12.558641975308642
2024-09-15,55.410493827160494
2024-09-16,17.012345679012345
2024-09-17,10.271604938271604
2024-09-18,10.271604938271604
2024-09-19,10.271604938271604
2024-09-20,7.703703703703703
2024-09-21,10.271604938271604
2024-09-22,55.20987654320987
2024-09-23,15.407407407407407
2024-09-24,14.123456790123456
2024-09-25,12.839506172839506
2024-09-26,38.51851851851852
2024-09-27,128.39506172839506
2024-09-28,15.407407407407407
2024-09-29,15.407407407407407
2024-09-30,8.987654320987653
2024-10-01,6.419753086419753
2024-10-02,6.419753086419753
2024-10-03,6.419753086419753
2024-10-04,6.419753086419753
2024-10-05,6.419753086419753
2024-10-06,51.358024691358025
2024-10-07,20.54320987654321
2024-10-08,7.703703703703703
2024-10-09,7.703703703703703
2024-10-10,6.419753086419753
2024-10-11,7.703703703703703
2024-10-12,7.703703703703703
2024-10-13,26.962962962962962
2024-10-14,61.629629629629626
2024-10-15,8.987654320987653
2024-10-16,6.419753086419753
2024-10-17,6.419753086419753
2024-10-18,7.703703703703703
2024-10-19,7.703703703703703
2024-10-20,47.50617283950617
2024-10-21,11.555555555555555
2024-10-22,6.419753086419753
2024-10-23,6.419753086419753
2024-10-24,5.135802469135802
2024-10-25,5.135802469135802
2024-10-26,6.419753086419753
2024-10-27,14.123456790123456
2024-10-28,20.54320987654321
2024-10-29,64.19753086419753
2024-10-30,6.419753086419753
2024-10-31,6.419753086419753
2024-11-01,6.419753086419753
2024-11-02,7.703703703703703
2024-11-03,38.51851851851852
2024-11-04,10.271604938271604
2024-11-05,6.419753086419753
2024-11-06,3.8518518518518516
2024-11-07,5.135802469135802
2024-11-08,6.419753086419753
2024-11-09,6.419753086419753
2024-11-10,60.34567901234568
2024-11-11,8.987654320987653
2024-11-12,6.419753086419753
2024-11-13,5.135802469135802
2024-11-14,5.135802469135802
2024-11-15,5.135802469135802
2024-11-16,5.135802469135802
2024-11-17,8.987654320987653
2024-11-18,8.987654320987653
2024-11-19,7.703703703703703
2024-11-20,6.419753086419753
