Time,gmail_login
2023-09-19,84.17472698907956
2023-09-20,81.98837044390866
2023-09-21,85.267905261665
2023-09-22,77.61565735356687
2023-09-23,51.3793788115161
2023-09-24,45.91348744858885
2023-09-25,84.17472698907956
2023-09-26,88.54744007942136
2023-09-27,83.08154871649411
2023-09-28,83.08154871649411
2023-09-29,77.61565735356687
2023-09-30,45.91348744858885
2023-10-01,48.09984399375975
2023-10-02,85.267905261665
2023-10-03,81.98837044390866
2023-10-04,83.08154871649411
2023-10-05,86.36108353425045
2023-10-06,71.05658771805417
2023-10-07,45.91348744858885
2023-10-08,47.0066657211743
2023-10-09,79.80201389873777
2023-10-10,84.17472698907956
2023-10-11,84.17472698907956
2023-10-12,80.89519217132322
2023-10-13,75.42930080839596
2023-10-14,42.6339526308325
2023-10-15,49.193022266345196
2023-10-16,80.89519217132322
2023-10-17,84.17472698907956
2023-10-18,78.70883562615232
2023-10-19,79.80201389873777
2023-10-20,74.33612253581052
2023-10-21,49.193022266345196
2023-10-22,47.0066657211743
2023-10-23,85.267905261665
2023-10-24,85.267905261665
2023-10-25,80.89519217132322
2023-10-26,78.70883562615232
2023-10-27,75.42930080839596
2023-10-28,48.09984399375975
2023-10-29,44.820309176003406
2023-10-30,79.80201389873777
2023-10-31,83.08154871649411
2023-11-01,85.267905261665
2023-11-02,83.08154871649411
2023-11-03,76.52247908098143
2023-11-04,49.193022266345196
2023-11-05,48.09984399375975
2023-11-06,81.98837044390866
2023-11-07,84.17472698907956
2023-11-08,83.08154871649411
2023-11-09,77.61565735356687
2023-11-10,71.05658771805417
2023-11-11,47.0066657211743
2023-11-12,47.0066657211743
2023-11-13,81.98837044390866
2023-11-14,81.98837044390866
2023-11-15,84.17472698907956
2023-11-16,79.80201389873777
2023-11-17,72.14976599063962
2023-11-18,45.91348744858885
2023-11-19,44.820309176003406
2023-11-20,75.42930080839596
2023-11-21,75.42930080839596
2023-11-22,66.68387462771238
2023-11-23,39.35441781307616
2023-11-24,43.72713090341796
2023-11-25,44.820309176003406
2023-11-26,50.28620053893065
2023-11-27,79.80201389873777
2023-11-28,84.17472698907956
2023-11-29,81.98837044390866
2023-11-30,81.98837044390866
2023-12-01,81.98837044390866
2023-12-02,56.84527017444334
2023-12-03,45.91348744858885
2023-12-04,85.267905261665
2023-12-05,86.36108353425045
2023-12-06,85.267905261665
2023-12-07,83.08154871649411
2023-12-08,72.14976599063962
2023-12-09,51.3793788115161
2023-12-10,47.0066657211743
2023-12-11,77.61565735356687
2023-12-12,79.80201389873777
2023-12-13,81.98837044390866
2023-12-14,85.267905261665
2023-12-15,81.98837044390866
2023-12-16,50.28620053893065
2023-12-17,49.193022266345196
2023-12-18,77.61565735356687
2023-12-19,77.61565735356687
2023-12-20,78.70883562615232
2023-12-21,77.61565735356687
2023-12-22,63.4225489827906
2023-12-23,48.74187431180606
2023-12-24,43.64173616184896
2023-12-25,52.275395695479006
2023-12-26,67.50265950275627
2023-12-27,76.60975753008503
2023-12-28,67.50265950275627
2023-12-29,66.95607036646356
2023-12-30,49.21531280550475
2023-12-31,45.13520228553907
2024-01-01,45.6817914218318
2024-01-02,82.18333417374082
2024-01-03,85.24341706371507
2024-01-04,85.24341706371507
2024-01-05,82.72992331003354
2024-01-06,54.78888944916054
2024-01-07,50.23534043549617
2024-01-08,87.28347232369792
2024-01-09,89.79696607737945
2024-01-10,88.77693844738803
2024-01-11,85.24341706371507
2024-01-12,81.1633065437494
2024-01-13,54.78888944916054
2024-01-14,48.195285175513334
2024-01-15,71.03618088642924
2024-01-16,83.20336180373224
2024-01-17,89.32352758368076
2024-01-18,85.24341706371507
2024-01-19,84.22338943372365
2024-01-20,54.78888944916054
2024-01-21,48.29072635726691
2024-01-22,88.05955982795732
2024-01-23,88.05955982795732
2024-01-24,89.95331380275209
2024-01-25,83.32517489097036
2024-01-26,82.37829790357297
2024-01-27,55.86574225644604
2024-01-28,53.02511129425387
2024-01-29,91.84706777754687
2024-01-30,94.68769873973905
2024-01-31,88.05955982795732
2024-02-01,91.84706777754687
2024-02-02,86.16580585316254
2024-02-03,56.81261924384343
2024-02-04,55.86574225644604
2024-02-05,86.16580585316254
2024-02-06,87.11268284055993
2024-02-07,85.21892886576514
2024-02-08,83.32517489097036
2024-02-09,85.21892886576514
2024-02-10,56.81261924384343
2024-02-11,51.131357319459084
2024-02-12,73.85640501699646
2024-02-13,87.11268284055993
2024-02-14,83.32517489097036
2024-02-15,84.27205187836775
2024-02-16,80.4845439287782
2024-02-17,53.97198828165126
2024-02-18,52.07823430685647
2024-02-19,75.75015899179124
2024-02-20,84.27205187836775
2024-02-21,84.27205187836775
2024-02-22,85.21892886576514
2024-02-23,77.64391296658602
2024-02-24,54.918865269048645
2024-02-25,51.131357319459084
2024-02-26,78.5907899539834
2024-02-27,83.32517489097036
2024-02-28,83.32517489097036
2024-02-29,81.43142091617558
2024-03-01,74.80328200439385
2024-03-02,52.07823430685647
2024-03-03,52.07823430685647
2024-03-04,77.64391296658602
2024-03-05,88.05955982795732
2024-03-06,79.53766694138079
2024-03-07,76.69703597918863
2024-03-08,74.80328200439385
2024-03-09,49.2376033446643
2024-03-10,52.07823430685647
2024-03-11,75.75015899179124
2024-03-12,75.75015899179124
2024-03-13,80.4845439287782
2024-03-14,76.69703597918863
2024-03-15,71.96265104220167
2024-03-16,53.02511129425387
2024-03-17,50.184480332061696
2024-03-18,75.75015899179124
2024-03-19,79.53766694138079
2024-03-20,77.64391296658602
2024-03-21,75.75015899179124
2024-03-22,72.90952802959906
2024-03-23,53.97198828165126
2024-03-24,47.343849369869524
2024-03-25,77.64391296658602
2024-03-26,76.69703597918863
2024-03-27,78.5907899539834
2024-03-28,75.75015899179124
2024-03-29,68.17514309261212
2024-03-30,45.45009539507474
2024-03-31,43.55634142027996
2024-04-01,73.85640501699646
2024-04-02,76.69703597918863
2024-04-03,78.5907899539834
2024-04-04,75.75015899179124
2024-04-05,73.85640501699646
2024-04-06,48.29072635726691
2024-04-07,49.2376033446643
2024-04-08,72.90952802959906
2024-04-09,77.64391296658602
2024-04-10,78.5907899539834
2024-04-11,76.69703597918863
2024-04-12,71.96265104220167
2024-04-13,46.396972382472136
2024-04-14,53.02511129425387
2024-04-15,78.5907899539834
2024-04-16,81.43142091617558
2024-04-17,75.75015899179124
2024-04-18,71.01577405480428
2024-04-19,69.1220200800095
2024-04-20,47.343849369869524
2024-04-21,46.396972382472136
2024-04-22,73.85640501699646
2024-04-23,75.75015899179124
2024-04-24,74.80328200439385
2024-04-25,70.0688970674069
2024-04-26,65.33451213041994
2024-04-27,45.45009539507474
2024-04-28,49.2376033446643
2024-04-29,74.80328200439385
2024-04-30,73.85640501699646
2024-05-01,76.69703597918863
2024-05-02,73.85640501699646
2024-05-03,65.33451213041994
2024-05-04,47.343849369869524
2024-05-05,43.55634142027996
2024-05-06,73.85640501699646
2024-05-07,76.69703597918863
2024-05-08,71.96265104220167
2024-05-09,71.96265104220167
2024-05-10,67.22826610521473
2024-05-11,49.2376033446643
2024-05-12,42.60946443288257
2024-05-13,76.69703597918863
2024-05-14,71.01577405480428
2024-05-15,68.17514309261212
2024-05-16,64.38763514302255
2024-05-17,62.49388116822777
2024-05-18,44.50321840767735
2024-05-19,45.45009539507474
2024-05-20,76.69703597918863
2024-05-21,73.85640501699646
2024-05-22,73.85640501699646
2024-05-23,66.28138911781733
2024-05-24,66.28138911781733
2024-05-25,45.45009539507474
2024-05-26,42.60946443288257
2024-05-27,50.184480332061696
2024-05-28,70.0688970674069
2024-05-29,72.90952802959906
2024-05-30,71.96265104220167
2024-05-31,67.22826610521473
2024-06-01,50.184480332061696
2024-06-02,45.45009539507474
2024-06-03,72.90952802959906
2024-06-04,69.1220200800095
2024-06-05,69.1220200800095
2024-06-06,67.22826610521473
2024-06-07,58.706373218638205
2024-06-08,45.45009539507474
2024-06-09,47.343849369869524
2024-06-10,68.17514309261212
2024-06-11,65.33451213041994
2024-06-12,65.33451213041994
2024-06-13,64.38763514302255
2024-06-14,59.6532502060356
2024-06-15,45.45009539507474
2024-06-16,44.50321840767735
2024-06-17,70.0688970674069
2024-06-18,67.22826610521473
2024-06-19,60.60012719343299
2024-06-20,63.44075815562516
2024-06-21,60.60012719343299
2024-06-22,47.343849369869524
2024-06-23,42.60946443288257
2024-06-24,73.85640501699646
2024-06-25,65.33451213041994
2024-06-26,67.22826610521473
2024-06-27,65.33451213041994
2024-06-28,58.706373218638205
2024-06-29,49.2376033446643
2024-06-30,44.50321840767735
2024-07-01,71.96265104220167
2024-07-02,68.17514309261212
2024-07-03,62.49388116822777
2024-07-04,49.2376033446643
2024-07-05,54.918865269048645
2024-07-06,43.55634142027996
2024-07-07,44.50321840767735
2024-07-08,69.1220200800095
2024-07-09,71.01577405480428
2024-07-10,71.01577405480428
2024-07-11,69.1220200800095
2024-07-12,62.49388116822777
2024-07-13,47.343849369869524
2024-07-14,44.50321840767735
2024-07-15,63.44075815562516
2024-07-16,71.01577405480428
2024-07-17,70.0688970674069
2024-07-18,66.28138911781733
2024-07-19,64.38763514302255
2024-07-20,49.2376033446643
2024-07-21,44.50321840767735
2024-07-22,71.96265104220167
2024-07-23,71.96265104220167
2024-07-24,70.0688970674069
2024-07-25,71.96265104220167
2024-07-26,63.44075815562516
2024-07-27,48.29072635726691
2024-07-28,44.50321840767735
2024-07-29,71.96265104220167
2024-07-30,70.0688970674069
2024-07-31,72.90952802959906
2024-08-01,78.5907899539834
2024-08-02,70.0688970674069
2024-08-03,47.343849369869524
2024-08-04,48.29072635726691
2024-08-05,70.0688970674069
2024-08-06,72.90952802959906
2024-08-07,71.01577405480428
2024-08-08,71.96265104220167
2024-08-09,68.17514309261212
2024-08-10,47.343849369869524
2024-08-11,48.29072635726691
2024-08-12,75.75015899179124
2024-08-13,78.5907899539834
2024-08-14,79.53766694138079
2024-08-15,80.4845439287782
2024-08-16,72.90952802959906
2024-08-17,51.131357319459084
2024-08-18,49.13615223887172
2024-08-19,81.71886571592123
2024-08-20,80.4000013406177
2024-08-21,75.9192441681122
2024-08-22,77.7115470371144
2024-08-23,71.91192548930539
2024-08-24,49.13615223887172
2024-08-25,47.343849369869524
2024-08-26,84.40732001942452
2024-08-27,80.4000013406177
2024-08-28,81.29615277511881
2024-08-29,78.60769847161549
2024-08-30,71.91192548930539
2024-08-31,49.55886517967413
2024-09-01,48.240000804370624
2024-09-02,54.03962235217964
2024-09-03,78.60769847161549
2024-09-04,81.29615277511881
2024-09-05,77.7115470371144
2024-09-06,71.01577405480428
2024-09-07,43.33653069106271
2024-09-08,48.240000804370624
2024-09-09,77.7115470371144
2024-09-10,75.9192441681122
2024-09-11,71.91192548930539
2024-09-12,76.81539560261331
2024-09-13,74.6003797928087
2024-09-14,49.55886517967413
2024-09-15,47.343849369869524
2024-09-16,74.6003797928087
2024-09-17,73.55205169961873
2024-09-18,73.55205169961873
2024-09-19,75.24290346282835
2024-09-20,68.47949640998985
2024-09-21,48.189275251474335
2024-09-22,46.49842348826471
2024-09-23,73.55205169961873
